"site_index","site_id","label","threshold","element","count","total_atoms","proportion"
843,"3qfuA","NUC",10,"P",0,442,0
843,"3qfuA","NUC",10,"S",1,442,0.00226244343891403
844,"3qktA","NUC",10,"C",202,335,0.602985074626866
844,"3qktA","NUC",10,"N",63,335,0.188059701492537
844,"3qktA","NUC",10,"O",70,335,0.208955223880597
844,"3qktA","NUC",10,"P",0,335,0
844,"3qktA","NUC",10,"S",0,335,0
845,"3qktD","NUC",10,"C",203,341,0.595307917888563
845,"3qktD","NUC",10,"N",65,341,0.190615835777126
845,"3qktD","NUC",10,"O",73,341,0.214076246334311
845,"3qktD","NUC",10,"P",0,341,0
845,"3qktD","NUC",10,"S",0,341,0
846,"3qo7A","NUC",10,"C",269,449,0.599109131403118
846,"3qo7A","NUC",10,"N",79,449,0.175946547884187
846,"3qo7A","NUC",10,"O",96,449,0.21380846325167
846,"3qo7A","NUC",10,"P",0,449,0
846,"3qo7A","NUC",10,"S",5,449,0.0111358574610245
847,"3qpwA","NUC",10,"C",286,445,0.642696629213483
847,"3qpwA","NUC",10,"N",77,445,0.173033707865169
847,"3qpwA","NUC",10,"O",80,445,0.179775280898876
847,"3qpwA","NUC",10,"P",0,445,0
847,"3qpwA","NUC",10,"S",2,445,0.00449438202247191
848,"3qttB","NUC",10,"C",294,456,0.644736842105263
848,"3qttB","NUC",10,"N",82,456,0.179824561403509
848,"3qttB","NUC",10,"O",79,456,0.173245614035088
848,"3qttB","NUC",10,"P",0,456,0
848,"3qttB","NUC",10,"S",1,456,0.00219298245614035
849,"3qvfA","NUC",10,"C",250,404,0.618811881188119
849,"3qvfA","NUC",10,"N",73,404,0.180693069306931
849,"3qvfA","NUC",10,"O",80,404,0.198019801980198
849,"3qvfA","NUC",10,"P",0,404,0
849,"3qvfA","NUC",10,"S",1,404,0.00247524752475248
850,"3qx9C","NUC",10,"C",152,233,0.652360515021459
850,"3qx9C","NUC",10,"N",42,233,0.180257510729614
850,"3qx9C","NUC",10,"O",38,233,0.163090128755365
850,"3qx9C","NUC",10,"P",0,233,0
850,"3qx9C","NUC",10,"S",1,233,0.00429184549356223
851,"3r03A","NUC",10,"C",192,300,0.64
851,"3r03A","NUC",10,"N",52,300,0.173333333333333
851,"3r03A","NUC",10,"O",56,300,0.186666666666667
851,"3r03A","NUC",10,"P",0,300,0
851,"3r03A","NUC",10,"S",0,300,0
852,"3r5xA","NUC",10,"C",244,387,0.630490956072351
852,"3r5xA","NUC",10,"N",69,387,0.178294573643411
852,"3r5xA","NUC",10,"O",73,387,0.188630490956072
852,"3r5xA","NUC",10,"P",0,387,0
852,"3r5xA","NUC",10,"S",1,387,0.00258397932816537
853,"3refA","NUC",10,"C",227,347,0.654178674351585
853,"3refA","NUC",10,"N",56,347,0.161383285302594
853,"3refA","NUC",10,"O",62,347,0.178674351585014
853,"3refA","NUC",10,"P",0,347,0
853,"3refA","NUC",10,"S",2,347,0.00576368876080692
854,"3reuA","NUC",10,"C",302,490,0.616326530612245
854,"3reuA","NUC",10,"N",96,490,0.195918367346939
854,"3reuA","NUC",10,"O",92,490,0.187755102040816
854,"3reuA","NUC",10,"P",0,490,0
854,"3reuA","NUC",10,"S",0,490,0
855,"3rfxA","NUC",10,"C",224,356,0.629213483146067
855,"3rfxA","NUC",10,"N",65,356,0.182584269662921
855,"3rfxA","NUC",10,"O",63,356,0.176966292134831
855,"3rfxA","NUC",10,"P",0,356,0
855,"3rfxA","NUC",10,"S",4,356,0.0112359550561798
856,"3rq6A","NUC",10,"C",152,236,0.64406779661017
856,"3rq6A","NUC",10,"N",38,236,0.161016949152542
856,"3rq6A","NUC",10,"O",46,236,0.194915254237288
856,"3rq6A","NUC",10,"P",0,236,0
856,"3rq6A","NUC",10,"S",0,236,0
857,"3rs9A","NUC",10,"C",227,365,0.621917808219178
857,"3rs9A","NUC",10,"N",63,365,0.172602739726027
857,"3rs9A","NUC",10,"O",74,365,0.202739726027397
857,"3rs9A","NUC",10,"P",0,365,0
857,"3rs9A","NUC",10,"S",1,365,0.00273972602739726
858,"3rsbB","NUC",10,"C",210,340,0.61764705882353
858,"3rsbB","NUC",10,"N",54,340,0.158823529411765
858,"3rsbB","NUC",10,"O",75,340,0.220588235294118
858,"3rsbB","NUC",10,"P",0,340,0
858,"3rsbB","NUC",10,"S",1,340,0.00294117647058824
859,"3ruqC","NUC",10,"C",302,495,0.61010101010101
859,"3ruqC","NUC",10,"N",83,495,0.167676767676768
859,"3ruqC","NUC",10,"O",109,495,0.22020202020202
859,"3ruqC","NUC",10,"P",0,495,0
859,"3ruqC","NUC",10,"S",1,495,0.00202020202020202
860,"3rwoA","NUC",10,"C",212,354,0.598870056497175
860,"3rwoA","NUC",10,"N",65,354,0.18361581920904
860,"3rwoA","NUC",10,"O",77,354,0.217514124293785
860,"3rwoA","NUC",10,"P",0,354,0
860,"3rwoA","NUC",10,"S",0,354,0
861,"3ryfB","NUC",10,"C",290,491,0.590631364562118
861,"3ryfB","NUC",10,"N",91,491,0.185336048879837
861,"3ryfB","NUC",10,"O",103,491,0.209775967413442
861,"3ryfB","NUC",10,"P",0,491,0
861,"3ryfB","NUC",10,"S",7,491,0.0142566191446029
862,"3s3tA","NUC",10,"C",252,396,0.636363636363636
862,"3s3tA","NUC",10,"N",67,396,0.169191919191919
862,"3s3tA","NUC",10,"O",77,396,0.194444444444444
862,"3s3tA","NUC",10,"P",0,396,0
862,"3s3tA","NUC",10,"S",0,396,0
863,"3s6aA","NUC",10,"C",269,399,0.674185463659148
863,"3s6aA","NUC",10,"N",62,399,0.155388471177945
863,"3s6aA","NUC",10,"O",67,399,0.167919799498747
863,"3s6aA","NUC",10,"P",0,399,0
863,"3s6aA","NUC",10,"S",1,399,0.0025062656641604
864,"3s8cA","NUC",10,"C",135,223,0.605381165919282
864,"3s8cA","NUC",10,"N",39,223,0.174887892376682
864,"3s8cA","NUC",10,"O",47,223,0.210762331838565
864,"3s8cA","NUC",10,"P",0,223,0
864,"3s8cA","NUC",10,"S",2,223,0.00896860986547085
865,"3se7D","NUC",10,"C",275,438,0.627853881278539
865,"3se7D","NUC",10,"N",74,438,0.168949771689498
865,"3se7D","NUC",10,"O",88,438,0.200913242009132
865,"3se7D","NUC",10,"P",0,438,0
865,"3se7D","NUC",10,"S",1,438,0.00228310502283105
866,"3sfvA","NUC",10,"C",222,361,0.614958448753463
866,"3sfvA","NUC",10,"N",64,361,0.177285318559557
866,"3sfvA","NUC",10,"O",73,361,0.202216066481994
866,"3sfvA","NUC",10,"P",0,361,0
866,"3sfvA","NUC",10,"S",2,361,0.00554016620498615
867,"3siwA","NUC",10,"C",248,378,0.656084656084656
867,"3siwA","NUC",10,"N",63,378,0.166666666666667
867,"3siwA","NUC",10,"O",61,378,0.161375661375661
867,"3siwA","NUC",10,"P",0,378,0
867,"3siwA","NUC",10,"S",6,378,0.0158730158730159
868,"3sl2A","NUC",10,"C",242,379,0.638522427440633
868,"3sl2A","NUC",10,"N",62,379,0.163588390501319
868,"3sl2A","NUC",10,"O",75,379,0.197889182058047
868,"3sl2A","NUC",10,"P",0,379,0
868,"3sl2A","NUC",10,"S",0,379,0
869,"3ss8A","NUC",10,"C",231,368,0.627717391304348
869,"3ss8A","NUC",10,"N",64,368,0.173913043478261
869,"3ss8A","NUC",10,"O",72,368,0.195652173913043
869,"3ss8A","NUC",10,"P",0,368,0
869,"3ss8A","NUC",10,"S",1,368,0.00271739130434783
870,"3synA","NUC",10,"C",212,347,0.610951008645533
870,"3synA","NUC",10,"N",60,347,0.172910662824208
870,"3synA","NUC",10,"O",74,347,0.213256484149856
870,"3synA","NUC",10,"P",0,347,0
870,"3synA","NUC",10,"S",1,347,0.00288184438040346
871,"3t1oA","NUC",10,"C",206,328,0.628048780487805
871,"3t1oA","NUC",10,"N",62,328,0.189024390243902
871,"3t1oA","NUC",10,"O",60,328,0.182926829268293
871,"3t1oA","NUC",10,"P",0,328,0
871,"3t1oA","NUC",10,"S",0,328,0
872,"3t35A","NUC",10,"C",235,383,0.613577023498694
872,"3t35A","NUC",10,"N",71,383,0.185378590078329
872,"3t35A","NUC",10,"O",76,383,0.198433420365535
872,"3t35A","NUC",10,"P",0,383,0
872,"3t35A","NUC",10,"S",1,383,0.00261096605744125
873,"3t4nC","NUC",10,"C",232,366,0.633879781420765
873,"3t4nC","NUC",10,"N",66,366,0.180327868852459
873,"3t4nC","NUC",10,"O",64,366,0.174863387978142
873,"3t4nC","NUC",10,"P",0,366,0
873,"3t4nC","NUC",10,"S",4,366,0.0109289617486339
874,"3t5dA","NUC",10,"C",181,289,0.626297577854671
874,"3t5dA","NUC",10,"N",49,289,0.169550173010381
874,"3t5dA","NUC",10,"O",58,289,0.200692041522491
874,"3t5dA","NUC",10,"P",0,289,0
874,"3t5dA","NUC",10,"S",1,289,0.00346020761245675
875,"3t99A","NUC",10,"C",289,447,0.646532438478747
875,"3t99A","NUC",10,"N",74,447,0.165548098434004
875,"3t99A","NUC",10,"O",82,447,0.1834451901566
875,"3t99A","NUC",10,"P",0,447,0
875,"3t99A","NUC",10,"S",2,447,0.00447427293064877
876,"3ta1D","NUC",10,"C",145,226,0.641592920353982
876,"3ta1D","NUC",10,"N",44,226,0.194690265486726
876,"3ta1D","NUC",10,"O",37,226,0.163716814159292
876,"3ta1D","NUC",10,"P",0,226,0
876,"3ta1D","NUC",10,"S",0,226,0
877,"3tdwA","NUC",10,"C",253,406,0.623152709359606
877,"3tdwA","NUC",10,"N",72,406,0.177339901477833
877,"3tdwA","NUC",10,"O",81,406,0.199507389162562
877,"3tdwA","NUC",10,"P",0,406,0
877,"3tdwA","NUC",10,"S",0,406,0
878,"3thzA","NUC",10,"C",199,320,0.621875
878,"3thzA","NUC",10,"N",60,320,0.1875
878,"3thzA","NUC",10,"O",59,320,0.184375
878,"3thzA","NUC",10,"P",0,320,0
878,"3thzA","NUC",10,"S",2,320,0.00625
879,"3tifB","NUC",10,"C",159,256,0.62109375
879,"3tifB","NUC",10,"N",45,256,0.17578125
879,"3tifB","NUC",10,"O",50,256,0.1953125
879,"3tifB","NUC",10,"P",0,256,0
879,"3tifB","NUC",10,"S",2,256,0.0078125
880,"3tiiB","NUC",10,"C",241,375,0.642666666666667
880,"3tiiB","NUC",10,"N",65,375,0.173333333333333
880,"3tiiB","NUC",10,"O",68,375,0.181333333333333
880,"3tiiB","NUC",10,"P",0,375,0
880,"3tiiB","NUC",10,"S",1,375,0.00266666666666667
881,"3tk1A","NUC",10,"C",163,260,0.626923076923077
881,"3tk1A","NUC",10,"N",48,260,0.184615384615385
881,"3tk1A","NUC",10,"O",48,260,0.184615384615385
881,"3tk1A","NUC",10,"P",0,260,0
881,"3tk1A","NUC",10,"S",1,260,0.00384615384615385
882,"3tk1B","NUC",10,"C",154,251,0.613545816733068
882,"3tk1B","NUC",10,"N",48,251,0.191235059760956
882,"3tk1B","NUC",10,"O",48,251,0.191235059760956
882,"3tk1B","NUC",10,"P",0,251,0
882,"3tk1B","NUC",10,"S",1,251,0.00398406374501992
883,"3tr5B","NUC",10,"C",201,324,0.62037037037037
883,"3tr5B","NUC",10,"N",61,324,0.188271604938272
883,"3tr5B","NUC",10,"O",62,324,0.191358024691358
883,"3tr5B","NUC",10,"P",0,324,0
883,"3tr5B","NUC",10,"S",0,324,0
884,"3ttcA","NUC",10,"C",285,460,0.619565217391304
884,"3ttcA","NUC",10,"N",90,460,0.195652173913043
884,"3ttcA","NUC",10,"O",83,460,0.180434782608696
884,"3ttcA","NUC",10,"P",0,460,0
884,"3ttcA","NUC",10,"S",2,460,0.00434782608695652
885,"3tuiC","NUC",10,"C",161,266,0.605263157894737
885,"3tuiC","NUC",10,"N",51,266,0.191729323308271
885,"3tuiC","NUC",10,"O",53,266,0.199248120300752
885,"3tuiC","NUC",10,"P",0,266,0
885,"3tuiC","NUC",10,"S",1,266,0.0037593984962406
886,"3ty5A","NUC",10,"C",273,427,0.639344262295082
886,"3ty5A","NUC",10,"N",74,427,0.173302107728337
886,"3ty5A","NUC",10,"O",75,427,0.175644028103044
886,"3ty5A","NUC",10,"P",0,427,0
886,"3ty5A","NUC",10,"S",5,427,0.0117096018735363
887,"3tzlB","NUC",10,"C",187,291,0.642611683848797
887,"3tzlB","NUC",10,"N",51,291,0.175257731958763
887,"3tzlB","NUC",10,"O",53,291,0.18213058419244
887,"3tzlB","NUC",10,"P",0,291,0
887,"3tzlB","NUC",10,"S",0,291,0
888,"3u06B","NUC",10,"C",209,350,0.597142857142857
888,"3u06B","NUC",10,"N",65,350,0.185714285714286
888,"3u06B","NUC",10,"O",75,350,0.214285714285714
888,"3u06B","NUC",10,"P",0,350,0
888,"3u06B","NUC",10,"S",1,350,0.00285714285714286
889,"3u5zA","NUC",10,"C",272,425,0.64
889,"3u5zA","NUC",10,"N",73,425,0.171764705882353
889,"3u5zA","NUC",10,"O",77,425,0.181176470588235
889,"3u5zA","NUC",10,"P",0,425,0
889,"3u5zA","NUC",10,"S",3,425,0.00705882352941176
890,"3u67A","NUC",10,"C",234,373,0.627345844504021
890,"3u67A","NUC",10,"N",65,373,0.17426273458445
890,"3u67A","NUC",10,"O",72,373,0.193029490616622
890,"3u67A","NUC",10,"P",0,373,0
890,"3u67A","NUC",10,"S",2,373,0.00536193029490617
891,"3uboB","NUC",10,"C",239,394,0.606598984771574
891,"3uboB","NUC",10,"N",69,394,0.1751269035533
891,"3uboB","NUC",10,"O",86,394,0.218274111675127
891,"3uboB","NUC",10,"P",0,394,0
891,"3uboB","NUC",10,"S",0,394,0
892,"3ubtB","NUC",10,"C",183,294,0.622448979591837
892,"3ubtB","NUC",10,"N",53,294,0.180272108843537
892,"3ubtB","NUC",10,"O",57,294,0.193877551020408
892,"3ubtB","NUC",10,"P",0,294,0
892,"3ubtB","NUC",10,"S",1,294,0.00340136054421769
893,"3uc5A","NUC",10,"C",272,416,0.653846153846154
893,"3uc5A","NUC",10,"N",71,416,0.170673076923077
893,"3uc5A","NUC",10,"O",71,416,0.170673076923077
893,"3uc5A","NUC",10,"P",0,416,0
893,"3uc5A","NUC",10,"S",2,416,0.00480769230769231
894,"3uf6A","NUC",10,"C",192,312,0.615384615384615
894,"3uf6A","NUC",10,"N",56,312,0.17948717948718
894,"3uf6A","NUC",10,"O",63,312,0.201923076923077
894,"3uf6A","NUC",10,"P",0,312,0
894,"3uf6A","NUC",10,"S",1,312,0.0032051282051282
895,"3ufgA","NUC",10,"C",293,466,0.628755364806867
895,"3ufgA","NUC",10,"N",80,466,0.171673819742489
895,"3ufgA","NUC",10,"O",93,466,0.199570815450644
895,"3ufgA","NUC",10,"P",0,466,0
895,"3ufgA","NUC",10,"S",0,466,0
896,"3ufxB","NUC",10,"C",219,353,0.620396600566572
896,"3ufxB","NUC",10,"N",66,353,0.186968838526912
896,"3ufxB","NUC",10,"O",68,353,0.192634560906516
896,"3ufxB","NUC",10,"P",0,353,0
896,"3ufxB","NUC",10,"S",0,353,0
897,"3ug6B","NUC",10,"C",207,332,0.623493975903614
897,"3ug6B","NUC",10,"N",56,332,0.168674698795181
897,"3ug6B","NUC",10,"O",68,332,0.204819277108434
897,"3ug6B","NUC",10,"P",0,332,0
897,"3ug6B","NUC",10,"S",1,332,0.00301204819277108
898,"3uieB","NUC",10,"C",209,334,0.625748502994012
898,"3uieB","NUC",10,"N",57,334,0.170658682634731
898,"3uieB","NUC",10,"O",64,334,0.191616766467066
898,"3uieB","NUC",10,"P",0,334,0
898,"3uieB","NUC",10,"S",4,334,0.0119760479041916
899,"3uimA","NUC",10,"C",255,405,0.62962962962963
899,"3uimA","NUC",10,"N",80,405,0.197530864197531
899,"3uimA","NUC",10,"O",68,405,0.167901234567901
899,"3uimA","NUC",10,"P",0,405,0
899,"3uimA","NUC",10,"S",2,405,0.00493827160493827
900,"3uk6G","NUC",10,"C",272,440,0.618181818181818
900,"3uk6G","NUC",10,"N",84,440,0.190909090909091
900,"3uk6G","NUC",10,"O",82,440,0.186363636363636
900,"3uk6G","NUC",10,"P",0,440,0
900,"3uk6G","NUC",10,"S",2,440,0.00454545454545455
901,"3uk6L","NUC",10,"C",186,299,0.622073578595318
901,"3uk6L","NUC",10,"N",58,299,0.193979933110368
901,"3uk6L","NUC",10,"O",54,299,0.180602006688963
901,"3uk6L","NUC",10,"P",0,299,0
901,"3uk6L","NUC",10,"S",1,299,0.00334448160535117
902,"3ukdA","NUC",10,"C",208,354,0.587570621468927
902,"3ukdA","NUC",10,"N",78,354,0.220338983050847
902,"3ukdA","NUC",10,"O",65,354,0.18361581920904
902,"3ukdA","NUC",10,"P",0,354,0
902,"3ukdA","NUC",10,"S",3,354,0.00847457627118644
903,"3umoA","NUC",10,"C",249,393,0.633587786259542
903,"3umoA","NUC",10,"N",66,393,0.16793893129771
903,"3umoA","NUC",10,"O",75,393,0.190839694656489
903,"3umoA","NUC",10,"P",0,393,0
903,"3umoA","NUC",10,"S",3,393,0.00763358778625954
904,"3ungA","NUC",10,"C",246,377,0.652519893899204
904,"3ungA","NUC",10,"N",64,377,0.169761273209549
904,"3ungA","NUC",10,"O",66,377,0.175066312997347
904,"3ungA","NUC",10,"P",0,377,0
904,"3ungA","NUC",10,"S",1,377,0.0026525198938992
905,"3uq8A","NUC",10,"C",229,359,0.637883008356546
905,"3uq8A","NUC",10,"N",66,359,0.183844011142061
905,"3uq8A","NUC",10,"O",62,359,0.172701949860724
905,"3uq8A","NUC",10,"P",0,359,0
905,"3uq8A","NUC",10,"S",2,359,0.00557103064066852
906,"3v00B","NUC",10,"C",269,446,0.603139013452915
906,"3v00B","NUC",10,"N",86,446,0.192825112107623
906,"3v00B","NUC",10,"O",89,446,0.199551569506726
906,"3v00B","NUC",10,"P",0,446,0
906,"3v00B","NUC",10,"S",2,446,0.00448430493273543
907,"3v2uC","NUC",10,"C",310,497,0.62374245472837
907,"3v2uC","NUC",10,"N",85,497,0.17102615694165
907,"3v2uC","NUC",10,"O",96,497,0.193158953722334
907,"3v2uC","NUC",10,"P",0,497,0
907,"3v2uC","NUC",10,"S",6,497,0.0120724346076459
908,"3v4sA","NUC",10,"C",245,393,0.623409669211196
908,"3v4sA","NUC",10,"N",74,393,0.188295165394402
908,"3v4sA","NUC",10,"O",74,393,0.188295165394402
908,"3v4sA","NUC",10,"P",0,393,0
908,"3v4sA","NUC",10,"S",0,393,0
909,"3veyA","NUC",10,"C",252,420,0.6
909,"3veyA","NUC",10,"N",75,420,0.178571428571429
909,"3veyA","NUC",10,"O",90,420,0.214285714285714
909,"3veyA","NUC",10,"P",0,420,0
909,"3veyA","NUC",10,"S",3,420,0.00714285714285714
910,"3vmmA","NUC",10,"C",295,454,0.649779735682819
910,"3vmmA","NUC",10,"N",76,454,0.167400881057269
910,"3vmmA","NUC",10,"O",81,454,0.1784140969163
910,"3vmmA","NUC",10,"P",0,454,0
910,"3vmmA","NUC",10,"S",2,454,0.00440528634361234
911,"3vn9A","NUC",10,"C",284,457,0.62144420131291
911,"3vn9A","NUC",10,"N",82,457,0.179431072210066
911,"3vn9A","NUC",10,"O",85,457,0.185995623632385
911,"3vn9A","NUC",10,"P",0,457,0
911,"3vn9A","NUC",10,"S",6,457,0.0131291028446389
912,"3votA","NUC",10,"C",263,419,0.627684964200477
912,"3votA","NUC",10,"N",80,419,0.190930787589499
912,"3votA","NUC",10,"O",76,419,0.181384248210024
912,"3votA","NUC",10,"P",0,419,0
912,"3votA","NUC",10,"S",0,419,0
913,"3vpbC","NUC",10,"C",297,469,0.633262260127932
913,"3vpbC","NUC",10,"N",90,469,0.191897654584222
913,"3vpbC","NUC",10,"O",82,469,0.174840085287846
913,"3vpbC","NUC",10,"P",0,469,0
913,"3vpbC","NUC",10,"S",0,469,0
914,"3vqtA","NUC",10,"C",202,325,0.621538461538461
914,"3vqtA","NUC",10,"N",61,325,0.187692307692308
914,"3vqtA","NUC",10,"O",61,325,0.187692307692308
914,"3vqtA","NUC",10,"P",0,325,0
914,"3vqtA","NUC",10,"S",1,325,0.00307692307692308
915,"3vr6B","NUC",10,"C",218,362,0.602209944751381
915,"3vr6B","NUC",10,"N",72,362,0.198895027624309
915,"3vr6B","NUC",10,"O",72,362,0.198895027624309
915,"3vr6B","NUC",10,"P",0,362,0
915,"3vr6B","NUC",10,"S",0,362,0
916,"3vx4B","NUC",10,"C",162,257,0.630350194552529
916,"3vx4B","NUC",10,"N",44,257,0.171206225680934
916,"3vx4B","NUC",10,"O",50,257,0.194552529182879
916,"3vx4B","NUC",10,"P",0,257,0
916,"3vx4B","NUC",10,"S",1,257,0.00389105058365759
917,"3vzuA","NUC",10,"C",198,354,0.559322033898305
917,"3vzuA","NUC",10,"N",76,354,0.214689265536723
917,"3vzuA","NUC",10,"O",80,354,0.225988700564972
917,"3vzuA","NUC",10,"P",0,354,0
917,"3vzuA","NUC",10,"S",0,354,0
918,"3w0sA","NUC",10,"C",221,366,0.603825136612022
918,"3w0sA","NUC",10,"N",68,366,0.185792349726776
918,"3w0sA","NUC",10,"O",76,366,0.207650273224044
918,"3w0sA","NUC",10,"P",0,366,0
918,"3w0sA","NUC",10,"S",1,366,0.00273224043715847
919,"3w1gA","NUC",10,"C",236,377,0.625994694960212
919,"3w1gA","NUC",10,"N",69,377,0.183023872679045
919,"3w1gA","NUC",10,"O",68,377,0.180371352785146
919,"3w1gA","NUC",10,"P",0,377,0
919,"3w1gA","NUC",10,"S",4,377,0.0106100795755968
920,"3w6nB","NUC",10,"C",238,388,0.61340206185567
920,"3w6nB","NUC",10,"N",68,388,0.175257731958763
920,"3w6nB","NUC",10,"O",82,388,0.211340206185567
920,"3w6nB","NUC",10,"P",0,388,0
920,"3w6nB","NUC",10,"S",0,388,0
921,"3w8qA","NUC",10,"C",284,444,0.63963963963964
921,"3w8qA","NUC",10,"N",80,444,0.18018018018018
921,"3w8qA","NUC",10,"O",76,444,0.171171171171171
921,"3w8qA","NUC",10,"P",0,444,0
921,"3w8qA","NUC",10,"S",4,444,0.00900900900900901
922,"3wbzE","NUC",10,"C",220,348,0.632183908045977
922,"3wbzE","NUC",10,"N",61,348,0.175287356321839
922,"3wbzE","NUC",10,"O",65,348,0.186781609195402
922,"3wbzE","NUC",10,"P",0,348,0
922,"3wbzE","NUC",10,"S",2,348,0.00574712643678161
923,"3wfrE","NUC",10,"C",267,429,0.622377622377622
923,"3wfrE","NUC",10,"N",85,429,0.198135198135198
923,"3wfrE","NUC",10,"O",77,429,0.17948717948718
923,"3wfrE","NUC",10,"P",0,429,0
923,"3wfrE","NUC",10,"S",0,429,0
924,"3whkA","NUC",10,"C",247,400,0.6175
924,"3whkA","NUC",10,"N",75,400,0.1875
924,"3whkA","NUC",10,"O",76,400,0.19
924,"3whkA","NUC",10,"P",0,400,0
924,"3whkA","NUC",10,"S",2,400,0.005
925,"3wjpA","NUC",10,"C",251,409,0.613691931540342
925,"3wjpA","NUC",10,"N",74,409,0.180929095354523
925,"3wjpA","NUC",10,"O",82,409,0.200488997555012
925,"3wjpA","NUC",10,"P",0,409,0
925,"3wjpA","NUC",10,"S",2,409,0.00488997555012225
926,"3wqtB","NUC",10,"C",306,486,0.62962962962963
926,"3wqtB","NUC",10,"N",78,486,0.160493827160494
926,"3wqtB","NUC",10,"O",101,486,0.207818930041152
926,"3wqtB","NUC",10,"P",0,486,0
926,"3wqtB","NUC",10,"S",1,486,0.00205761316872428
927,"3wryB","NUC",10,"C",170,281,0.604982206405694
927,"3wryB","NUC",10,"N",49,281,0.174377224199288
927,"3wryB","NUC",10,"O",60,281,0.213523131672598
927,"3wryB","NUC",10,"P",0,281,0
927,"3wryB","NUC",10,"S",2,281,0.00711743772241993
928,"3wryC","NUC",10,"C",236,381,0.619422572178478
928,"3wryC","NUC",10,"N",68,381,0.178477690288714
928,"3wryC","NUC",10,"O",73,381,0.191601049868766
928,"3wryC","NUC",10,"P",0,381,0
928,"3wryC","NUC",10,"S",4,381,0.010498687664042
929,"3wt0C","NUC",10,"C",304,486,0.625514403292181
929,"3wt0C","NUC",10,"N",78,486,0.160493827160494
929,"3wt0C","NUC",10,"O",103,486,0.211934156378601
929,"3wt0C","NUC",10,"P",0,486,0
929,"3wt0C","NUC",10,"S",1,486,0.00205761316872428
930,"3wv9A","NUC",10,"C",225,343,0.65597667638484
930,"3wv9A","NUC",10,"N",56,343,0.163265306122449
930,"3wv9A","NUC",10,"O",62,343,0.180758017492711
930,"3wv9A","NUC",10,"P",0,343,0
930,"3wv9A","NUC",10,"S",0,343,0
931,"3wwmA","NUC",10,"C",232,357,0.649859943977591
931,"3wwmA","NUC",10,"N",64,357,0.179271708683473
931,"3wwmA","NUC",10,"O",60,357,0.168067226890756
931,"3wwmA","NUC",10,"P",0,357,0
931,"3wwmA","NUC",10,"S",1,357,0.00280112044817927
932,"3wxmA","NUC",10,"C",326,513,0.635477582846004
932,"3wxmA","NUC",10,"N",97,513,0.189083820662768
932,"3wxmA","NUC",10,"O",89,513,0.173489278752437
932,"3wxmA","NUC",10,"P",0,513,0
932,"3wxmA","NUC",10,"S",1,513,0.00194931773879142
933,"3x03A","NUC",10,"C",224,349,0.641833810888252
933,"3x03A","NUC",10,"N",62,349,0.177650429799427
933,"3x03A","NUC",10,"O",63,349,0.180515759312321
933,"3x03A","NUC",10,"P",0,349,0
933,"3x03A","NUC",10,"S",0,349,0
934,"3x1kD","NUC",10,"C",280,432,0.648148148148148
934,"3x1kD","NUC",10,"N",74,432,0.171296296296296
934,"3x1kD","NUC",10,"O",78,432,0.180555555555556
934,"3x1kD","NUC",10,"P",0,432,0
934,"3x1kD","NUC",10,"S",0,432,0
935,"3zbqA","NUC",10,"C",263,427,0.615925058548009
935,"3zbqA","NUC",10,"N",82,427,0.192037470725995
935,"3zbqA","NUC",10,"O",79,427,0.185011709601874
935,"3zbqA","NUC",10,"P",0,427,0
935,"3zbqA","NUC",10,"S",3,427,0.00702576112412178
936,"3zc7A","NUC",10,"C",252,385,0.654545454545455
936,"3zc7A","NUC",10,"N",67,385,0.174025974025974
936,"3zc7A","NUC",10,"O",62,385,0.161038961038961
936,"3zc7A","NUC",10,"P",0,385,0
936,"3zc7A","NUC",10,"S",4,385,0.0103896103896104
937,"3zecB","NUC",10,"C",297,453,0.655629139072848
937,"3zecB","NUC",10,"N",74,453,0.163355408388521
937,"3zecB","NUC",10,"O",80,453,0.176600441501104
937,"3zecB","NUC",10,"P",0,453,0
937,"3zecB","NUC",10,"S",2,453,0.00441501103752759
938,"3zf8A","NUC",10,"C",250,403,0.620347394540943
938,"3zf8A","NUC",10,"N",74,403,0.183622828784119
938,"3zf8A","NUC",10,"O",77,403,0.19106699751861
938,"3zf8A","NUC",10,"P",0,403,0
938,"3zf8A","NUC",10,"S",2,403,0.00496277915632754
939,"3zfdA","NUC",10,"C",256,435,0.588505747126437
939,"3zfdA","NUC",10,"N",84,435,0.193103448275862
939,"3zfdA","NUC",10,"O",91,435,0.209195402298851
939,"3zfdA","NUC",10,"P",0,435,0
939,"3zfdA","NUC",10,"S",4,435,0.00919540229885057
940,"3zidA","NUC",10,"C",292,462,0.632034632034632
940,"3zidA","NUC",10,"N",80,462,0.173160173160173
940,"3zidA","NUC",10,"O",87,462,0.188311688311688
940,"3zidA","NUC",10,"P",0,462,0
940,"3zidA","NUC",10,"S",3,462,0.00649350649350649
941,"3zkdC","NUC",10,"C",322,502,0.641434262948207
941,"3zkdC","NUC",10,"N",88,502,0.175298804780877
941,"3zkdC","NUC",10,"O",91,502,0.181274900398406
941,"3zkdC","NUC",10,"P",0,502,0
941,"3zkdC","NUC",10,"S",1,502,0.00199203187250996
942,"3zlbA","NUC",10,"C",258,410,0.629268292682927
942,"3zlbA","NUC",10,"N",68,410,0.165853658536585
942,"3zlbA","NUC",10,"O",81,410,0.197560975609756
