"site_index","site_id","label","threshold","total_atoms","n_non_CON","pct_non_CON","elements_non_CON_present"
1073,"4i3vA","NUC",10,366,4,1.09289617486339,"S"
1074,"4i4tA","NUC",10,500,2,0.4,"S"
1075,"4i81E","NUC",10,414,1,0.241545893719807,"S"
1076,"4i94B","NUC",10,489,3,0.613496932515337,"S"
1077,"4i9bA","NUC",10,367,2,0.544959128065395,"S"
1078,"4ic7A","NUC",10,392,2,0.510204081632653,"S"
1079,"4idoB","NUC",10,459,1,0.217864923747277,"S"
1080,"4ieeA","NUC",10,356,0,0,""
1081,"4ienA","NUC",10,303,3,0.99009900990099,"S"
1082,"4ifcB","NUC",10,416,3,0.721153846153846,"S"
1083,"4ig8A","NUC",10,404,0,0,""
1084,"4ii3A","NUC",10,459,2,0.435729847494553,"S"
1085,"4ileA","NUC",10,301,1,0.332225913621262,"S"
1086,"4irkA","NUC",10,308,2,0.649350649350649,"S"
1087,"4iszA","NUC",10,558,5,0.896057347670251,"S"
1088,"4itmA","NUC",10,407,5,1.22850122850123,"S"
1089,"4iw3B","NUC",10,300,2,0.666666666666667,"S"
1090,"4ix4B","NUC",10,372,2,0.53763440860215,"S"
1091,"4iy0A","NUC",10,296,3,1.01351351351351,"S"
1092,"4iynB","NUC",10,452,1,0.221238938053097,"S"
1093,"4j5sA","NUC",10,409,6,1.46699266503667,"S"
1094,"4j7cB","NUC",10,345,0,0,""
1095,"4j95D","NUC",10,407,2,0.491400491400491,"S"
1096,"4j96B","NUC",10,393,2,0.508905852417303,"S"
1097,"4j9vA","NUC",10,296,1,0.337837837837838,"S"
1098,"4javA","NUC",10,440,1,0.227272727272727,"S"
1099,"4jd2B","NUC",10,484,4,0.826446280991736,"S"
1100,"4jdcA","NUC",10,409,0,0,""
1101,"4jkiA","NUC",10,352,0,0,""
1102,"4jn4A","NUC",10,491,2,0.407331975560081,"S"
1103,"4jyzA","NUC",10,443,3,0.677200902934537,"S"
1104,"4jz7A","NUC",10,392,3,0.76530612244898,"S"
1105,"4jz7C","NUC",10,388,3,0.77319587628866,"S"
1106,"4jztA","NUC",10,326,1,0.306748466257669,"S"
1107,"4k2rA","NUC",10,410,3,0.731707317073171,"S"
1108,"4k4hI","NUC",10,343,3,0.87463556851312,"S"
1109,"4k9aA","NUC",10,348,2,0.574712643678161,"S"
1110,"4kgmA","NUC",10,341,3,0.879765395894428,"S"
1111,"4klzA","NUC",10,345,4,1.15942028985507,"S"
1112,"4kp4A","NUC",10,449,1,0.22271714922049,"S"
1113,"4kqbA","NUC",10,402,3,0.746268656716418,"S"
1114,"4kr7A","NUC",10,405,1,0.246913580246914,"S"
1115,"4krcA","NUC",10,452,2,0.442477876106195,"S"
1116,"4ku4A","NUC",10,322,2,0.62111801242236,"S"
1117,"4kvaB","NUC",10,327,3,0.91743119266055,"S"
1118,"4kxfB","NUC",10,479,3,0.626304801670146,"S"
1119,"4kxfH","NUC",10,475,3,0.631578947368421,"S"
1120,"4kyuA","NUC",10,298,2,0.671140939597315,"S"
1121,"4l16A","NUC",10,361,4,1.10803324099723,"S"
1122,"4l1kA","NUC",10,353,2,0.56657223796034,"S"
1123,"4l2iB","NUC",10,285,2,0.701754385964912,"S"
1124,"4lc1A","NUC",10,269,1,0.371747211895911,"S"
1125,"4lgdA","NUC",10,382,4,1.04712041884817,"S"
1126,"4lhyA","NUC",10,339,2,0.589970501474926,"S"
1127,"4lniA","NUC",10,421,1,0.237529691211401,"S"
1128,"4lpsA","NUC",10,314,3,0.955414012738854,"S"
1129,"4lrjA","NUC",10,353,1,0.28328611898017,"S"
1130,"4lrlC","NUC",10,183,1,0.546448087431694,"S"
1131,"4lt6A","NUC",10,429,2,0.466200466200466,"S"
1132,"4lv5B","NUC",10,347,0,0,""
1133,"4lv8A","NUC",10,406,4,0.985221674876847,"S"
1134,"4m15A","NUC",10,352,2,0.568181818181818,"S"
1135,"4m69A","NUC",10,406,1,0.246305418719212,"S"
1136,"4m7xA","NUC",10,364,0,0,""
1137,"4m8iA","NUC",10,434,3,0.691244239631336,"S"
1138,"4m9xC","NUC",10,475,5,1.05263157894737,"S"
1139,"4mb2B","NUC",10,424,1,0.235849056603774,"S"
1140,"4mdeA","NUC",10,314,1,0.318471337579618,"S"
1141,"4mitC","NUC",10,408,3,0.735294117647059,"S"
1142,"4mo4C","NUC",10,351,4,1.13960113960114,"S"
1143,"4mobA","NUC",10,323,2,0.619195046439629,"S"
1144,"4mwdB","NUC",10,399,0,0,""
1145,"4mwhA","NUC",10,458,1,0.218340611353712,"S"
1146,"4mz7B","NUC",10,213,1,0.469483568075117,"S"
1147,"4n57B","NUC",10,395,2,0.506329113924051,"S"
1148,"4n67A","NUC",10,405,7,1.7283950617284,"S"
1149,"4nahB","NUC",10,392,2,0.510204081632653,"S"
1150,"4ncfB","NUC",10,291,1,0.343642611683849,"S"
1151,"4ncnB","NUC",10,433,1,0.23094688221709,"S"
1152,"4ndoB","NUC",10,456,1,0.219298245614035,"S"
1153,"4ng4B","NUC",10,380,0,0,""
1154,"4nh0B","NUC",10,335,3,0.895522388059702,"S"
1155,"4nl0A","NUC",10,289,0,0,""
1156,"4nl4A","NUC",10,273,0,0,""
1157,"4nlgA","NUC",10,317,1,0.315457413249211,"S"
1158,"4nmjB","NUC",10,387,1,0.258397932816537,"S"
1159,"4nxuC","NUC",10,402,1,0.248756218905473,"S"
1160,"4o1pC","NUC",10,428,1,0.233644859813084,"S"
1161,"4o4eA","NUC",10,408,3,0.735294117647059,"S"
1162,"4o4jF","NUC",10,379,3,0.79155672823219,"S"
1163,"4o7lA","NUC",10,388,3,0.77319587628866,"S"
1164,"4oauA","NUC",10,425,1,0.235294117647059,"S"
1165,"4oe4B","NUC",10,398,1,0.251256281407035,"S"
1166,"4oh4A","NUC",10,408,2,0.490196078431373,"S"
1167,"4ohxA","NUC",10,429,2,0.466200466200466,"S"
1168,"4oi4B","NUC",10,479,1,0.208768267223382,"S"
1169,"4orkB","NUC",10,408,0,0,""
1170,"4otpA","NUC",10,385,2,0.519480519480519,"S"
1171,"4oznA","NUC",10,218,1,0.458715596330275,"S"
1172,"4p33A","NUC",10,273,1,0.366300366300366,"S"
1173,"4p4tA","NUC",10,350,1,0.285714285714286,"S"
1174,"4p7aA","NUC",10,389,3,0.77120822622108,"S"
1175,"4p9dA","NUC",10,254,2,0.78740157480315,"S"
1176,"4pdsA","NUC",10,324,3,0.925925925925926,"S"
1177,"4pfkA","NUC",10,312,2,0.641025641025641,"S"
1178,"4phgA","NUC",10,399,2,0.50125313283208,"S"
1179,"4phtF","NUC",10,325,2,0.615384615384615,"S"
1180,"4pj1B","NUC",10,483,4,0.82815734989648,"S"
1181,"4pl9A","NUC",10,315,1,0.317460317460317,"S"
1182,"4pxaA","NUC",10,364,0,0,""
1183,"4q5hA","NUC",10,393,2,0.508905852417303,"S"
1184,"4qclA","NUC",10,323,0,0,""
1185,"4qdiA","NUC",10,430,2,0.465116279069767,"S"
1186,"4qhtC","NUC",10,388,2,0.515463917525773,"S"
1187,"4qjiB","NUC",10,351,2,0.56980056980057,"S"
1188,"4qnyB","NUC",10,437,3,0.68649885583524,"S"
1189,"4qqxC","NUC",10,369,2,0.5420054200542,"S"
1190,"4qreA","NUC",10,431,3,0.696055684454756,"S"
1191,"4qzbA","NUC",10,346,3,0.867052023121387,"S"
1192,"4r2iA","NUC",10,279,0,0,""
1193,"4r2lA","NUC",10,414,1,0.241545893719807,"S"
1194,"4r39A","NUC",10,393,1,0.254452926208651,"S"
1195,"4r3aB","NUC",10,354,1,0.282485875706215,"S"
1196,"4r7yB","NUC",10,327,0,0,""
1197,"4r7zA","NUC",10,322,0,0,""
1198,"4r8qA","NUC",10,407,1,0.245700245700246,"S"
1199,"4r9uD","NUC",10,224,1,0.446428571428571,"S"
1200,"4rf8A","NUC",10,318,2,0.628930817610063,"S"
1201,"4rkzA","NUC",10,381,0,0,""
1202,"4rqeA","NUC",10,424,3,0.707547169811321,"S"
1203,"4rv7C","NUC",10,340,0,0,""
1204,"4rvoB","NUC",10,423,0,0,""
1205,"4rx6B","NUC",10,211,1,0.4739336492891,"S"
1206,"4rz3A","NUC",10,343,0,0,""
1207,"4rzqA","NUC",10,351,0,0,""
1208,"4s0fB","NUC",10,317,1,0.315457413249211,"S"
1209,"4s1hA","NUC",10,425,1,0.235294117647059,"S"
1210,"4s35A","NUC",10,351,0,0,""
1211,"4ts7A","NUC",10,416,1,0.240384615384615,"S"
1212,"4u0mA","NUC",10,453,4,0.883002207505519,"S"
1213,"4u0uA","NUC",10,408,2,0.490196078431373,"S"
1214,"4u40A","NUC",10,435,4,0.919540229885057,"S"
1215,"4u98A","NUC",10,377,2,0.530503978779841,"S"
1216,"4uczA","NUC",10,404,1,0.247524752475248,"S"
1217,"4ueuA","NUC",10,356,2,0.561797752808989,"S"
1218,"4uofA","NUC",10,294,4,1.36054421768707,"S"
1219,"4uqoB","NUC",10,311,0,0,""
1220,"4usjA","NUC",10,392,4,1.02040816326531,"S"
1221,"4usjC","NUC",10,255,0,0,""
1222,"4utgA","NUC",10,360,2,0.555555555555556,"S"
1223,"4uxjC","NUC",10,409,4,0.97799511002445,"S"
1224,"4uxxC","NUC",10,250,0,0,""
1225,"4uyaA","NUC",10,355,0,0,""
1226,"4v02A","NUC",10,400,1,0.25,"S"
1227,"4v0lA","NUC",10,396,1,0.252525252525253,"S"
1228,"4v1tB","NUC",10,476,1,0.210084033613445,"S"
1229,"4v4oY","NUC",10,491,1,0.203665987780041,"S"
1230,"4v81A","NUC",10,493,2,0.405679513184584,"S"
1231,"4v81X","NUC",10,519,5,0.963391136801541,"S"
1232,"4v8rL","NUC",10,494,2,0.404858299595142,"S"
1233,"4v94A","NUC",10,473,2,0.422832980972516,"S"
1234,"4v94C","NUC",10,495,1,0.202020202020202,"S"
1235,"4v94E","NUC",10,485,2,0.412371134020619,"S"
1236,"4v94F","NUC",10,494,0,0,""
1237,"4v94H","NUC",10,488,2,0.40983606557377,"S"
1238,"4w7sB","NUC",10,266,0,0,""
1239,"4wb7B","NUC",10,471,3,0.636942675159236,"S"
1240,"4wbdA","NUC",10,374,0,0,""
1241,"4wc0B","NUC",10,391,0,0,""
1242,"4wgjA","NUC",10,424,7,1.65094339622642,"S"
1243,"4wh3A","NUC",10,404,0,0,""
1244,"4wjmA","NUC",10,388,1,0.257731958762887,"S"
1245,"4wnrA","NUC",10,380,1,0.263157894736842,"S"
1246,"4woeA","NUC",10,422,3,0.710900473933649,"S"
1247,"4wopA","NUC",10,347,2,0.576368876080692,"S"
1248,"4wpuA","NUC",10,397,2,0.503778337531486,"S"
1249,"4wtiC","NUC",10,331,3,0.906344410876133,"S"
1250,"4wvyA","NUC",10,456,2,0.43859649122807,"S"
1251,"4ww0B","NUC",10,377,1,0.26525198938992,"S"
1252,"4ww4B","NUC",10,437,1,0.22883295194508,"S"
1253,"4ww9A","NUC",10,375,0,0,""
1254,"4x2dA","NUC",10,403,2,0.496277915632754,"S"
1255,"4x3vB","NUC",10,249,4,1.60642570281124,"S"
1256,"4x4oC","NUC",10,465,2,0.43010752688172,"S"
1257,"4xbrA","NUC",10,480,5,1.04166666666667,"S"
1258,"4xcdA","NUC",10,440,1,0.227272727272727,"S"
1259,"4xckB","NUC",10,387,0,0,""
1260,"4xcqA","NUC",10,449,4,0.89086859688196,"S"
1261,"4xd8A","NUC",10,370,2,0.540540540540541,"S"
1262,"4xf6B","NUC",10,428,0,0,""
1263,"4xgxB","NUC",10,425,3,0.705882352941177,"S"
1264,"4xhgA","NUC",10,340,1,0.294117647058824,"S"
1265,"4xhoA","NUC",10,480,3,0.625,"S"
1266,"4xivB","NUC",10,377,2,0.530503978779841,"S"
1267,"4xj3A","NUC",10,467,4,0.856531049250535,"S"
1268,"4xjcA","NUC",10,375,1,0.266666666666667,"S"
1269,"4xlvA","NUC",10,468,7,1.4957264957265,"S"
1270,"4xruB","NUC",10,490,4,0.816326530612245,"S"
1271,"4xruD","NUC",10,217,0,0,""
1272,"4xsvA","NUC",10,362,4,1.10497237569061,"S"
1273,"4xulA","NUC",10,463,2,0.431965442764579,"S"
1274,"4xyjA","NUC",10,388,5,1.28865979381443,"S"
1275,"4y0vA","NUC",10,302,2,0.662251655629139,"S"
1276,"4y0xA","NUC",10,352,2,0.568181818181818,"S"
1277,"4y8vD","NUC",10,342,0,0,""
1278,"4y9dA","NUC",10,355,2,0.563380281690141,"S"
1279,"4yacA","NUC",10,367,0,0,""
1280,"4yb7A","NUC",10,315,2,0.634920634920635,"S"
1281,"4ydqA","NUC",10,462,2,0.432900432900433,"S"
1282,"4ydsA","NUC",10,331,1,0.302114803625378,"S"
1283,"4yduB","NUC",10,442,5,1.13122171945701,"S"
1284,"4yduC","NUC",10,186,2,1.0752688172043,"S"
1285,"4yhjA","NUC",10,398,4,1.00502512562814,"S"
1286,"4yj1A","NUC",10,313,1,0.319488817891374,"S"
1287,"4ymuA","NUC",10,282,2,0.709219858156028,"S"
1288,"4yplB","NUC",10,392,0,0,""
1289,"4z1iD","NUC",10,500,1,0.2,"S"
1290,"4z54A","NUC",10,353,1,0.28328611898017,"S"
1291,"4z87A","NUC",10,340,2,0.588235294117647,"S"
1292,"4z9mD","NUC",10,396,2,0.505050505050505,"S"
1293,"4zclA","NUC",10,279,2,0.716845878136201,"S"
1294,"4zdjA","NUC",10,343,0,0,""
1295,"4zdqA","NUC",10,344,2,0.581395348837209,"S"
1296,"4zg4B","NUC",10,423,1,0.236406619385343,"S"
1297,"4zgnA","NUC",10,467,2,0.428265524625268,"S"
1298,"4zirB","NUC",10,257,0,0,""
1299,"4zkeA","NUC",10,462,3,0.649350649350649,"S"
1300,"4znlB","NUC",10,315,0,0,""
1301,"4zqxA","NUC",10,195,2,1.02564102564103,"S"
1302,"4zs4B","NUC",10,363,0,0,""
1303,"4zukA","NUC",10,361,4,1.10803324099723,"S"
1304,"4zvfA","NUC",10,280,0,0,""
1305,"5a07A","NUC",10,410,2,0.48780487804878,"S"
1306,"5a2wA","NUC",10,421,4,0.950118764845606,"S"
1307,"5a8aA","NUC",10,342,1,0.292397660818713,"S"
1308,"5afuP","NUC",10,401,5,1.24688279301746,"S"
1309,"5aupD","NUC",10,384,1,0.260416666666667,"S"
1310,"5awmA","NUC",10,365,5,1.36986301369863,"S"
1311,"5axlA","NUC",10,342,1,0.292397660818713,"S"
1312,"5b0oB","NUC",10,284,1,0.352112676056338,"S"
1313,"5bk4A","NUC",10,237,0,0,""
1314,"5bn3A","NUC",10,350,0,0,""
1315,"5bo7A","NUC",10,440,2,0.454545454545455,"S"
1316,"5bpfC","NUC",10,458,3,0.655021834061135,"S"
1317,"5bq5B","NUC",10,350,0,0,""
1318,"5bu2B","NUC",10,448,3,0.669642857142857,"S"
1319,"5burA","NUC",10,447,3,0.671140939597315,"S"
1320,"5c03A","NUC",10,437,2,0.45766590389016,"S"
1321,"5c1tA","NUC",10,255,4,1.56862745098039,"S"
1322,"5c2kA","NUC",10,412,5,1.21359223300971,"S"
1323,"5c3vA","NUC",10,409,2,0.488997555012225,"S"
1324,"5c41A","NUC",10,386,3,0.77720207253886,"S"
1325,"5c46B","NUC",10,420,0,0,""
1326,"5c93A","NUC",10,420,2,0.476190476190476,"S"
1327,"5ca9A","NUC",10,410,1,0.24390243902439,"S"
1328,"5cb6A","NUC",10,357,2,0.560224089635854,"S"
1329,"5ce3B","NUC",10,389,1,0.25706940874036,"S"
1330,"5ck3B","NUC",10,393,0,0,""
1331,"5ck3D","NUC",10,387,0,0,""
1332,"5ck3F","NUC",10,375,0,0,""
1333,"5cm7A","NUC",10,281,1,0.355871886120996,"S"
1334,"5cmsE","NUC",10,351,1,0.284900284900285,"S"
1335,"5cyoA","NUC",10,351,1,0.284900284900285,"S"
1336,"5d0eB","NUC",10,237,1,0.421940928270042,"S"
1337,"5d0uA","NUC",10,425,2,0.470588235294118,"S"
1338,"5d1oA","NUC",10,403,3,0.744416873449132,"S"
1339,"5d3mA","NUC",10,273,1,0.366300366300366,"S"
1340,"5d4oA","NUC",10,211,2,0.947867298578199,"S"
1341,"5d4wA","NUC",10,368,0,0,""
1342,"5d6jA","NUC",10,503,1,0.198807157057654,"S"
1343,"5d9hB","NUC",10,396,2,0.505050505050505,"S"
1344,"5dacA","NUC",10,375,1,0.266666666666667,"S"
1345,"5db4A","NUC",10,408,2,0.490196078431373,"S"
1346,"5dgkB","NUC",10,258,0,0,""
1347,"5dgxA","NUC",10,229,1,0.436681222707424,"S"
1348,"5dm3C","NUC",10,295,4,1.35593220338983,"S"
1349,"5dn6F","NUC",10,347,0,0,""
1350,"5dn6G","NUC",10,384,3,0.78125,"S"
1351,"5dn8A","NUC",10,320,1,0.3125,"S"
1352,"5dqwA","NUC",10,378,3,0.793650793650794,"S"
1353,"5dtuA","NUC",10,303,1,0.33003300330033,"S"
1354,"5dzcA","NUC",10,416,2,0.480769230769231,"S"
1355,"5e26B","NUC",10,400,2,0.5,"S"
1356,"5e3iB","NUC",10,434,4,0.921658986175115,"S"
1357,"5e84B","NUC",10,493,1,0.202839756592292,"S"
1358,"5e92A","NUC",10,449,2,0.44543429844098,"S"
1359,"5ec0A","NUC",10,389,2,0.51413881748072,"S"
1360,"5eckD","NUC",10,550,1,0.181818181818182,"S"
1361,"5efaA","NUC",10,338,1,0.29585798816568,"S"
1362,"5ekdB","NUC",10,450,4,0.888888888888889,"S"
1363,"5eomB","NUC",10,375,2,0.533333333333333,"S"
1364,"5ep4A","NUC",10,375,4,1.06666666666667,"S"
1365,"5epvA","NUC",10,422,1,0.23696682464455,"S"
1366,"5eq6A","NUC",10,434,1,0.230414746543779,"S"
1367,"5eqtA","NUC",10,365,2,0.547945205479452,"S"
1368,"5errA","NUC",10,338,1,0.29585798816568,"S"
1369,"5exsA","NUC",10,416,2,0.480769230769231,"S"
1370,"5ey1B","NUC",10,317,1,0.315457413249211,"S"
1371,"5f0zA","NUC",10,393,2,0.508905852417303,"S"
1372,"5f1cB","NUC",10,228,2,0.87719298245614,"S"
1373,"5f1fA","NUC",10,346,1,0.289017341040462,"S"
1374,"5f1gA","NUC",10,310,0,0,""
1375,"5f9zB","NUC",10,439,0,0,""
1376,"5fbsA","NUC",10,422,3,0.710900473933649,"S"
1377,"5fg3A","NUC",10,297,1,0.336700336700337,"S"
1378,"5fg8A","NUC",10,408,2,0.490196078431373,"S"
1379,"5fhhA","NUC",10,389,2,0.51413881748072,"S"
1380,"5fmqA","NUC",10,439,2,0.455580865603645,"S"
1381,"5foeB","NUC",10,481,2,0.415800415800416,"S"
1382,"5fsxA","NUC",10,336,4,1.19047619047619,"S"
1383,"5ftbA","NUC",10,396,2,0.505050505050505,"S"
1384,"5ftnA","NUC",10,351,2,0.56980056980057,"S"
1385,"5fv0A","NUC",10,364,2,0.54945054945055,"S"
1386,"5fwmA","NUC",10,502,3,0.597609561752988,"S"
1387,"5g3yA","NUC",10,477,2,0.419287211740042,"S"
1388,"5g5xA","NUC",10,261,3,1.14942528735632,"S"
1389,"5gg6B","NUC",10,348,0,0,""
1390,"5ghiA","NUC",10,462,3,0.649350649350649,"S"
1391,"5gmdA","NUC",10,448,3,0.669642857142857,"S"
1392,"5goeA","NUC",10,363,0,0,""
1393,"5gomA","NUC",10,385,0,0,""
1394,"5grbB","NUC",10,240,0,0,""
1395,"5grfB","NUC",10,303,0,0,""
1396,"5gufA","NUC",10,377,1,0.26525198938992,"S"
1397,"5gyzA","NUC",10,329,1,0.303951367781155,"S"
1398,"5gz9A","NUC",10,440,3,0.681818181818182,"S"
1399,"5gzaA","NUC",10,428,1,0.233644859813084,"S"
1400,"5h3tD","NUC",10,366,2,0.546448087431694,"S"
1401,"5h67A","NUC",10,278,1,0.359712230215827,"S"
1402,"5h68A","NUC",10,380,1,0.263157894736842,"S"
1403,"5h70A","NUC",10,325,0,0,""
1404,"5hkkK","NUC",10,321,0,0,""
1405,"5hnvA","NUC",10,337,1,0.29673590504451,"S"
1406,"5hrfA","NUC",10,332,2,0.602409638554217,"S"
1407,"5hs2A","NUC",10,368,1,0.271739130434783,"S"
1408,"5htvA","NUC",10,329,0,0,""
1409,"5huxA","NUC",10,292,0,0,""
1410,"5hvkA","NUC",10,384,2,0.520833333333333,"S"
1411,"5hzhA","NUC",10,382,3,0.785340314136126,"S"
1412,"5i0iB","NUC",10,415,1,0.240963855421687,"S"
1413,"5i0nA","NUC",10,235,1,0.425531914893617,"S"
1414,"5i9eA","NUC",10,494,2,0.404858299595142,"S"
1415,"5i9wA","NUC",10,347,2,0.576368876080692,"S"
1416,"5idjA","NUC",10,379,1,0.263852242744063,"S"
1417,"5idoA","NUC",10,373,1,0.268096514745308,"S"
1418,"5if9A","NUC",10,342,2,0.584795321637427,"S"
1419,"5ifwB","NUC",10,348,2,0.574712643678161,"S"
1420,"5ih0A","NUC",10,370,2,0.540540540540541,"S"
1421,"5ik2E","NUC",10,314,2,0.636942675159236,"S"
1422,"5im3B","NUC",10,324,0,0,""
1423,"5in4B","NUC",10,446,1,0.224215246636771,"S"
1424,"5irnA","NUC",10,433,2,0.46189376443418,"S"
1425,"5irrB","NUC",10,395,1,0.253164556962025,"S"
1426,"5it5A","NUC",10,438,1,0.228310502283105,"S"
1427,"5iunE","NUC",10,307,2,0.651465798045603,"S"
1428,"5ix2B","NUC",10,475,3,0.631578947368421,"S"
1429,"5iz4A","NUC",10,386,3,0.77720207253886,"S"
1430,"5j1jA","NUC",10,387,2,0.516795865633075,"S"
1431,"5j1sA","NUC",10,397,3,0.755667506297229,"S"
1432,"5j2mA","NUC",10,371,3,0.808625336927224,"S"
1433,"5j5cA","NUC",10,407,2,0.491400491400491,"S"
1434,"5j5pB","NUC",10,494,1,0.202429149797571,"S"
1435,"5jb2A","NUC",10,368,0,0,""
1436,"5jbqA","NUC",10,342,3,0.87719298245614,"S"
1437,"5jc3A","NUC",10,343,0,0,""
1438,"5ji3E","NUC",10,394,1,0.253807106598985,"S"
1439,"5jioA","NUC",10,475,3,0.631578947368421,"S"
1440,"5jqwA","NUC",10,398,0,0,""
1441,"5jrjA","NUC",10,352,0,0,""
1442,"5jwqA","NUC",10,277,0,0,""
1443,"5jzjA","NUC",10,392,2,0.510204081632653,"S"
1444,"5jzvA","NUC",10,331,0,0,""
1445,"5k1pA","NUC",10,404,5,1.23762376237624,"S"
1446,"5k2mB","NUC",10,474,0,0,""
1447,"5k5zD","NUC",10,378,0,0,""
1448,"5k7xE","NUC",10,514,1,0.194552529182879,"S"
1449,"5kg6A","NUC",10,314,3,0.955414012738854,"S"
1450,"5khwA","NUC",10,422,1,0.23696682464455,"S"
1451,"5kk8B","NUC",10,299,2,0.668896321070234,"S"
1452,"5kq5C","NUC",10,422,2,0.4739336492891,"S"
1453,"5ksdA","NUC",10,490,2,0.408163265306122,"S"
1454,"5ku1A","NUC",10,332,3,0.903614457831325,"S"
1455,"5kutA","NUC",10,272,3,1.10294117647059,"S"
1456,"5kwaB","NUC",10,372,1,0.268817204301075,"S"
1457,"5kwkB","NUC",10,423,1,0.236406619385343,"S"
1458,"5kwvA","NUC",10,439,3,0.683371298405467,"S"
1459,"5kxqC","NUC",10,419,3,0.71599045346062,"S"
1460,"5ky2A","NUC",10,453,4,0.883002207505519,"S"
1461,"5l22B","NUC",10,265,1,0.377358490566038,"S"
1462,"5l2xA","NUC",10,368,0,0,""
1463,"5l3wA","NUC",10,339,1,0.294985250737463,"S"
1464,"5l9nA","NUC",10,212,0,0,""
1465,"5l9qA","NUC",10,358,1,0.279329608938547,"S"
1466,"5lb5B","NUC",10,287,2,0.696864111498258,"S"
1467,"5ld1D","NUC",10,144,0,0,""
1468,"5ldkB","NUC",10,327,0,0,""
1469,"5li9A","NUC",10,441,1,0.226757369614512,"S"
1470,"5ljwA","NUC",10,405,2,0.493827160493827,"S"
1471,"5lrtA","NUC",10,497,3,0.603621730382294,"S"
1472,"5lxtF","NUC",10,483,2,0.41407867494824,"S"
1473,"5m04A","NUC",10,267,2,0.749063670411985,"S"
1474,"5m06B","NUC",10,328,4,1.21951219512195,"S"
1475,"5m7gF","NUC",10,497,3,0.603621730382294,"S"
1476,"5m7nA","NUC",10,397,1,0.251889168765743,"S"
1477,"5mb9B","NUC",10,507,0,0,""
1478,"5mcpE","NUC",10,256,2,0.78125,"S"
1479,"5mcpH","NUC",10,204,2,0.980392156862745,"S"
1480,"5me6A","NUC",10,269,2,0.743494423791822,"S"
1481,"5mioC","NUC",10,432,1,0.231481481481481,"S"
1482,"5mlzA","NUC",10,412,1,0.242718446601942,"S"
1483,"5mtvA","NUC",10,413,1,0.242130750605327,"S"
1484,"5mvrA","NUC",10,302,0,0,""
1485,"5mwlA","NUC",10,455,6,1.31868131868132,"S"
1486,"5mznA","NUC",10,309,1,0.323624595469256,"S"
1487,"5n9xA","NUC",10,492,1,0.203252032520325,"S"
1488,"5ng0B","NUC",10,397,1,0.251889168765743,"S"
1489,"5o8iB","NUC",10,304,0,0,""
1490,"5oeaB","NUC",10,398,6,1.50753768844221,"S"
1491,"5ofoA","NUC",10,374,2,0.53475935828877,"S"
1492,"5ofrB","NUC",10,287,0,0,""
1493,"5oopA","NUC",10,382,1,0.261780104712042,"S"
1494,"5ovoA","NUC",10,311,3,0.964630225080386,"S"
1495,"5supB","NUC",10,407,2,0.491400491400491,"S"
1496,"5svmA","NUC",10,195,0,0,""
1497,"5t48A","NUC",10,326,3,0.920245398773006,"S"
1498,"5tb8A","NUC",10,356,3,0.842696629213483,"S"
1499,"5tefA","NUC",10,370,2,0.540540540540541,"S"
1500,"5tgcD","NUC",10,472,2,0.423728813559322,"S"
1501,"5tjrA","NUC",10,324,0,0,""
1502,"5tk7A","NUC",10,379,0,0,""
1503,"5tkyA","NUC",10,488,1,0.204918032786885,"S"
1504,"5trdB","NUC",10,319,2,0.626959247648903,"S"
1505,"5tsgA","NUC",10,401,0,0,""
1506,"5tthA","NUC",10,459,1,0.217864923747277,"S"
1507,"5tvkB","NUC",10,404,0,0,""
1508,"5txxA","NUC",10,335,0,0,""
1509,"5u03A","NUC",10,386,2,0.518134715025907,"S"
1510,"5u1gB","NUC",10,384,0,0,""
1511,"5u3cA","NUC",10,325,0,0,""
1512,"5ub8A","NUC",10,345,0,0,""
1513,"5udbI","NUC",10,393,0,0,""
1514,"5udsA","NUC",10,410,3,0.731707317073171,"S"
1515,"5uivA","NUC",10,289,0,0,""
1516,"5uj7A","NUC",10,377,3,0.795755968169761,"S"
1517,"5uj7B","NUC",10,411,3,0.72992700729927,"S"
1518,"5uj7C","NUC",10,370,1,0.27027027027027,"S"
1519,"5ulsA","NUC",10,503,2,0.397614314115308,"S"
1520,"5uv4A","NUC",10,409,4,0.97799511002445,"S"
1521,"5uxcA","NUC",10,403,0,0,""
1522,"5uyxD","NUC",10,408,4,0.980392156862745,"S"
1523,"5v2lA","NUC",10,385,1,0.25974025974026,"S"
1524,"5vcuA","NUC",10,361,3,0.831024930747922,"S"
1525,"5ve7A","NUC",10,365,1,0.273972602739726,"S"
1526,"5vgrA","NUC",10,395,0,0,""
1527,"5vk4B","NUC",10,287,2,0.696864111498258,"S"
1528,"5vqaA","NUC",10,393,2,0.508905852417303,"S"
1529,"5vy9A","NUC",10,385,1,0.25974025974026,"S"
1530,"5vytD","NUC",10,323,1,0.309597523219814,"S"
1531,"5w2iA","NUC",10,382,0,0,""
1532,"5wdeA","NUC",10,333,1,0.3003003003003,"S"
1533,"5wdsA","NUC",10,367,1,0.272479564032698,"S"
1534,"5we8B","NUC",10,328,2,0.609756097560976,"S"
1535,"5wm1C","NUC",10,366,2,0.546448087431694,"S"
1536,"5wu3B","NUC",10,444,1,0.225225225225225,"S"
1537,"5x17A","NUC",10,426,2,0.469483568075117,"S"
