code5,selected_fpocket_number,overlap_score,pdb_id,chain_id,instance_id,rcsb_entity_id,rcsb30_cluster_id,mapping_status
1wiyA,1,0.771,1WIY,A,1WIY.A,1WIY_1,RCSB30_77544,mapped
1wklB,1,0.7826,1WKL,B,1WKL.B,1WKL_1,RCSB30_1490,mapped
1wkmA,1,0.9645,1WKM,A,1WKM.A,1WKM_1,RCSB30_5819,mapped
1wkvA,1,0.6883,1WKV,A,1WKV.A,1WKV_1,RCSB30_19593,mapped
1wl4A,1,0.711,1WL4,A,1WL4.A,1WL4_1,RCSB30_733,mapped
1wleB,2,0.8259,1WLE,B,1WLE.B,1WLE_1,RCSB30_866,mapped
1wmuA,1,0.935,1WMU,A,1WMU.A,1WMU_1,RCSB30_95,mapped
1wmuB,1,0.8606,1WMU,B,1WMU.B,1WMU_2,RCSB30_70,mapped
1wmzC,3,0.9453,1WMZ,C,1WMZ.C,1WMZ_1,RCSB30_7081,mapped
1wnbC,1,0.6461,1WNB,C,1WNB.C,1WNB_1,RCSB30_68,mapped
1wnuB,1,0.7758,1WNU,B,1WNU.B,1WNU_1,RCSB30_45407,mapped
1wnzA,2,0.708,1WNZ,A,1WNZ.A,1WNZ_1,RCSB30_1070,mapped
1wogA,1,0.788,1WOG,A,1WOG.A,1WOG_1,RCSB30_2585,mapped
1woqB,1,0.5787,1WOQ,B,1WOQ.B,1WOQ_1,RCSB30_35336,mapped
1worA,1,0.4088,1WOR,A,1WOR.A,1WOR_1,RCSB30_906,mapped
1woxB,1,0.8406,1WOX,B,1WOX.B,1WOX_1,RCSB30_9855,mapped
1wp4A,1,0.7822,1WP4,A,1WP4.A,1WP4_1,RCSB30_4048,mapped
1wq4A,1,0.8187,1WQ4,A,1WQ4.A,1WQ4_1,RCSB30_879,mapped
1wstA,3,0.8719,1WST,A,1WST.A,1WST_1,RCSB30_7651,mapped
1wtaA,1,0.5188,1WTA,A,1WTA.A,1WTA_1,RCSB30_1321,mapped
1wtfA,1,0.4496,1WTF,A,1WTF.A,1WTF_1,RCSB30_21491,mapped
1wu5A,3,0.7183,1WU5,A,1WU5.A,1WU5_1,RCSB30_6802,mapped
1wvcA,1,0.6679,1WVC,A,1WVC.A,1WVC_1,RCSB30_28247,mapped
1wvgB,1,0.5927,1WVG,B,1WVG.B,1WVG_1,RCSB30_44608,mapped
1wvmA,5,0.5859,1WVM,A,1WVM.A,1WVM_1,RCSB30_68557,mapped
1ww4B,2,0.8278,1WW4,B,1WW4.B,1WW4_1,RCSB30_7368,mapped
1wwkB,3,0.6779,1WWK,B,1WWK.B,1WWK_1,RCSB30_1515,mapped
1wwzA,1,0.8076,1WWZ,A,1WWZ.A,1WWZ_1,RCSB30_68250,mapped
1wy7D,1,0.9071,1WY7,D,1WY7.D,1WY7_1,RCSB30_8795,mapped
1wyvD,2,0.9115,1WYV,D,1WYV.D,1WYV_2,RCSB30_2014,mapped
1wznB,1,0.7773,1WZN,B,1WZN.B,1WZN_1,RCSB30_137626,mapped
1wzuA,1,0.6886,1WZU,A,1WZU.A,1WZU_1,RCSB30_837,mapped
1x0xA,3,0.6002,1X0X,A,1X0X.A,1X0X_1,RCSB30_4964,mapped
1x14B,1,0.5538,1X14,B,1X14.B,1X14_1,RCSB30_1792,mapped
1x1dA,1,0.5427,1X1D,A,1X1D.A,1X1D_1,RCSB30_34681,mapped
1x2hA,1,0.5595,1X2H,A,1X2H.A,1X2H_1,RCSB30_2564,mapped
1x3sA,1,0.9328,1X3S,A,1X3S.A,1X3S_1,RCSB30_3776,mapped
1x3xA,1,0.9711,1X3X,A,1X3X.A,1X3X_1,RCSB30_13989,mapped
1x46A,1,0.599,1X46,A,1X46.A,1X46_1,RCSB30_6584,mapped
1x55A,1,0.7582,1X55,A,1X55.A,1X55_1,RCSB30_1868,mapped
1x6uA,1,0.67,1X6U,A,1X6U.A,1X6U_1,RCSB30_383,mapped
1x71C,1,0.8619,1X71,C,1X71.C,1X71_1,RCSB30_3284,mapped
1x7pA,1,0.9279,1X7P,A,1X7P.A,1X7P_1,RCSB30_20599,mapped
1x7wA,2,0.817,1X7W,A,1X7W.A,1X7W_1,RCSB30_2566,mapped
1x87B,2,0.8608,1X87,B,1X87.B,1X87_1,RCSB30_1031,mapped
1x8dD,1,0.7165,1X8D,D,1X8D.D,1X8D_1,RCSB30_2058,mapped
1x8lB,1,0.5469,1X8L,B,1X8L.B,1X8L_1,RCSB30_19625,mapped
1x9fE,1,0.9765,1X9F,E,1X9F.E,1X9F_1,RCSB30_2325,mapped
1x9iB,1,0.9379,1X9I,B,1X9I.B,1X9I_1,RCSB30_32682,mapped
1x9nD,3,0.7765,1X9N,D,1X9N.D,1X9N_4,RCSB30_5271,mapped
1xa8B,1,0.5817,1XA8,B,1XA8.B,1XA8_1,RCSB30_6454,mapped
1xahA,1,0.6993,1XAH,A,1XAH.A,1XAH_1,RCSB30_320,mapped
1xcbG,3,0.7118,1XCB,G,1XCB.G,1XCB_1,RCSB30_1355,mapped
1xd3C,1,0.4725,1XD3,C,1XD3.C,1XD3_1,RCSB30_3683,mapped
1xdiB,1,0.7762,1XDI,B,1XDI.B,1XDI_1,RCSB30_52046,mapped
1xdnA,1,0.6921,1XDN,A,1XDN.A,1XDN_1,RCSB30_18535,mapped
1xdpA,1,0.5743,1XDP,A,1XDP.A,1XDP_1,RCSB30_2749,mapped
1xe7C,2,0.7575,1XE7,C,1XE7.C,1XE7_1,RCSB30_34570,mapped
1xesC,1,0.6172,1XES,C,1XES.C,1XES_1,RCSB30_323,mapped
1xfcB,1,0.7636,1XFC,B,1XFC.B,1XFC_1,RCSB30_1088,mapped
1xfwE,1,0.946,1XFW,E,1XFW.E,1XFW_1,RCSB30_11357,mapped
1xg4A,3,0.9439,1XG4,A,1XG4.A,1XG4_1,RCSB30_3510,mapped
1xg5D,1,0.811,1XG5,D,1XG5.D,1XG5_1,RCSB30_6860,mapped
1xgeA,1,0.7362,1XGE,A,1XGE.A,1XGE_1,RCSB30_894,mapped
1xhcA,2,0.5649,1XHC,A,1XHC.A,1XHC_1,RCSB30_51087,mapped
1xi9D,1,0.8852,1XI9,D,1XI9.D,1XI9_1,RCSB30_11384,mapped
1xk1A,1,0.9294,1XK1,A,1XK1.A,1XK1_1,RCSB30_15655,mapped
1xkqD,1,0.7346,1XKQ,D,1XKQ.D,1XKQ_1,RCSB30_4490,mapped
1xljA,2,0.9419,1XLJ,A,1XLJ.A,1XLJ_1,RCSB30_931,mapped
1xmvA,1,0.6754,1XMV,A,1XMV.A,1XMV_1,RCSB30_479,mapped
1xnfB,1,0.6451,1XNF,B,1XNF.B,1XNF_1,RCSB30_7605,mapped
1xnxA,1,0.885,1XNX,A,1XNX.A,1XNX_1,RCSB30_749,mapped
1xocA,1,0.6684,1XOC,A,1XOC.A,1XOC_1,RCSB30_23180,mapped
1xp8A,1,0.7201,1XP8,A,1XP8.A,1XP8_1,RCSB30_591,mapped
1xpjB,3,0.8312,1XPJ,B,1XPJ.B,1XPJ_1,RCSB30_166278,mapped
1xplA,2,0.8127,1XPL,A,1XPL.A,1XPL_1,RCSB30_6880,mapped
1xpyD,1,0.8418,1XPY,D,1XPY.D,1XPY_1,RCSB30_6736,mapped
1xq5A,1,0.9309,1XQ5,A,1XQ5.A,1XQ5_1,RCSB30_95,mapped
1xqsD,1,0.9607,1XQS,D,1XQS.D,1XQS_2,RCSB30_140,mapped
1xrmA,1,0.7643,1XRM,A,1XRM.A,1XRM_1,RCSB30_7774,mapped
1xs5A,2,0.8177,1XS5,A,1XS5.A,1XS5_1,RCSB30_2785,mapped
1xscA,1,0.6188,1XSC,A,1XSC.A,1XSC_1,RCSB30_8699,mapped
1xskA,1,0.9655,1XSK,A,1XSK.A,1XSK_1,RCSB30_8521,mapped
1xtbA,1,0.78,1XTB,A,1XTB.A,1XTB_1,RCSB30_326,mapped
1xtpA,1,0.701,1XTP,A,1XTP.A,1XTP_1,RCSB30_4583,mapped
1xttD,1,0.9233,1XTT,D,1XTT.D,1XTT_1,RCSB30_7309,mapped
1xu3B,2,0.6607,1XU3,B,1XU3.B,1XU3_1,RCSB30_4186,mapped
1xv9B,1,0.9209,1XV9,B,1XV9.B,1XV9_2,RCSB30_92397,mapped
1xvuA,1,0.7277,1XVU,A,1XVU.A,1XVU_1,RCSB30_5239,mapped
1xwqA,2,0.5132,1XWQ,A,1XWQ.A,1XWQ_1,RCSB30_6802,mapped
1xx6A,3,0.5927,1XX6,A,1XX6.A,1XX6_1,RCSB30_5332,mapped
1xxrD,2,0.8987,1XXR,D,1XXR.D,1XXR_1,RCSB30_15378,mapped
1xxxG,2,0.6754,1XXX,G,1XXX.G,1XXX_1,RCSB30_321,mapped
1xzkA,1,0.9283,1XZK,A,1XZK.A,1XZK_1,RCSB30_2243,mapped
1xzxA,1,0.961,1XZX,A,1XZX.A,1XZX_1,RCSB30_2613,mapped
1y0gD,1,0.8912,1Y0G,D,1Y0G.D,1Y0G_1,RCSB30_2052,mapped
1y0yA,2,0.8034,1Y0Y,A,1Y0Y.A,1Y0Y_1,RCSB30_4963,mapped
1y1aB,3,0.6557,1Y1A,B,1Y1A.B,1Y1A_1,RCSB30_4482,mapped
1y1pA,2,0.8197,1Y1P,A,1Y1P.A,1Y1P_1,RCSB30_13072,mapped
1y1zA,2,0.7773,1Y1Z,A,1Y1Z.A,1Y1Z_1,RCSB30_288,mapped
1y63A,1,0.5774,1Y63,A,1Y63.A,1Y63_1,RCSB30_6686,mapped
1y6gC,1,0.6957,1Y6G,C,1Y6G.C,1Y6G_3,RCSB30_39194,mapped
1y7iB,1,0.6297,1Y7I,B,1Y7I.B,1Y7I_1,RCSB30_3018,mapped
1y81A,1,0.8158,1Y81,A,1Y81.A,1Y81_1,RCSB30_13748,mapped
1y8nA,1,0.9174,1Y8N,A,1Y8N.A,1Y8N_1,RCSB30_1969,mapped
1y8qD,2,0.8716,1Y8Q,D,1Y8Q.D,1Y8Q_2,RCSB30_6341,mapped
1y9qA,1,0.7063,1Y9Q,A,1Y9Q.A,1Y9Q_1,RCSB30_26853,mapped
1y9tA,1,0.8131,1Y9T,A,1Y9T.A,1Y9T_1,RCSB30_34214,mapped
1ya3C,1,0.9759,1YA3,C,1YA3.C,1YA3_1,RCSB30_5236,mapped
1ya6C,1,0.5822,1YA6,C,1YA6.C,1YA6_3,RCSB30_39194,mapped
1yasA,1,0.8427,1YAS,A,1YAS.A,1YAS_1,RCSB30_4776,mapped
1yb5A,1,0.7837,1YB5,A,1YB5.A,1YB5_1,RCSB30_4338,mapped
1ye4D,1,0.8773,1YE4,D,1YE4.D,1YE4_1,RCSB30_3039,mapped
1yffD,1,0.9543,1YFF,D,1YFF.D,1YFF_2,RCSB30_70,mapped
1yfjM,1,0.907,1YFJ,M,1YFJ.M,1YFJ_2,RCSB30_20976,mapped
1yfrB,3,0.8779,1YFR,B,1YFR.B,1YFR_1,RCSB30_170,mapped
1yfzB,3,0.8189,1YFZ,B,1YFZ.B,1YFZ_1,RCSB30_2970,mapped
1yg6H,1,0.8567,1YG6,H,1YG6.H,1YG6_1,RCSB30_411,mapped
1ygpA,1,0.4858,1YGP,A,1YGP.A,1YGP_1,RCSB30_3957,mapped
1yhuG,1,0.8446,1YHU,G,1YHU.G,1YHU_3,RCSB30_2325,mapped
1yhuI,1,1.0,1YHU,I,1YHU.I,1YHU_1,RCSB30_2325,mapped
1yhuJ,1,0.9154,1YHU,J,1YHU.J,1YHU_2,RCSB30_2325,mapped
1yiyA,3,0.9111,1YIY,A,1YIY.A,1YIY_1,RCSB30_2224,mapped
1yjhA,1,0.9422,1YJH,A,1YJH.A,1YJH_1,RCSB30_20547,mapped
1yjxH,2,0.8811,1YJX,H,1YJX.H,1YJX_1,RCSB30_337,mapped
1yk0A,2,0.4294,1YK0,A,1YK0.A,1YK0_1,RCSB30_23947,mapped
1yk3G,2,0.8743,1YK3,G,1YK3.G,1YK3_1,RCSB30_34268,mapped
1ykfB,1,0.7744,1YKF,B,1YKF.B,1YKF_1,RCSB30_7504,mapped
1yl7B,3,0.7017,1YL7,B,1YL7.B,1YL7_1,RCSB30_1270,mapped
1ym0A,3,0.7916,1YM0,A,1YM0.A,1YM0_1,RCSB30_7215,mapped
1ynhC,3,0.8636,1YNH,C,1YNH.C,1YNH_1,RCSB30_1433,mapped
1ynpB,3,0.4791,1YNP,B,1YNP.B,1YNP_1,RCSB30_48799,mapped
1yobA,1,0.9482,1YOB,A,1YOB.A,1YOB_1,RCSB30_2475,mapped
1yoeA,2,0.8969,1YOE,A,1YOE.A,1YOE_1,RCSB30_788,mapped
1yonA,2,0.6525,1YON,A,1YON.A,1YON_1,RCSB30_12966,mapped
1yp1A,1,0.8079,1YP1,A,1YP1.A,1YP1_1,RCSB30_1252,mapped
1yp3A,1,0.764,1YP3,A,1YP3.A,1YP3_1,RCSB30_2584,mapped
1ypzG,3,0.7403,1YPZ,G,1YPZ.G,1YPZ_3,RCSB30_4774,mapped
1yquB,2,0.8382,1YQU,B,1YQU.B,1YQU_1,RCSB30_3767,mapped
1yqxB,1,0.6948,1YQX,B,1YQX.B,1YQX_1,RCSB30_711,mapped
1yr9A,1,0.7844,1YR9,A,1YR9.A,1YR9_1,RCSB30_26248,mapped
1yreB,1,0.8213,1YRE,B,1YRE.B,1YRE_1,RCSB30_22067,mapped
1ys7B,2,0.5258,1YS7,B,1YS7.B,1YS7_1,RCSB30_2147,mapped
1ysrC,3,0.8564,1YSR,C,1YSR.C,1YSR_1,RCSB30_25508,mapped
1ytmB,2,0.6108,1YTM,B,1YTM.B,1YTM_1,RCSB30_957,mapped
1yunB,1,0.747,1YUN,B,1YUN.B,1YUN_1,RCSB30_1007,mapped
1yvdA,2,0.7523,1YVD,A,1YVD.A,1YVD_1,RCSB30_8545,mapped
1yvkD,2,0.6173,1YVK,D,1YVK.D,1YVK_1,RCSB30_48889,mapped
1ywhA,2,0.5605,1YWH,A,1YWH.A,1YWH_1,RCSB30_9547,mapped
1ywoA,1,0.4838,1YWO,A,1YWO.A,1YWO_1,RCSB30_3974,mapped
1yxmB,1,0.4368,1YXM,B,1YXM.B,1YXM_1,RCSB30_5524,mapped
1yxuC,2,0.9273,1YXU,C,1YXU.C,1YXU_1,RCSB30_955,mapped
1yy5B,1,0.7738,1YY5,B,1YY5.B,1YY5_1,RCSB30_11169,mapped
1yy7A,1,0.578,1YY7,A,1YY7.A,1YY7_1,RCSB30_7189,mapped
1yztB,1,0.9357,1YZT,B,1YZT.B,1YZT_1,RCSB30_2062,mapped
1z03E,2,0.8778,1Z03,E,1Z03.E,1Z03_1,RCSB30_6857,mapped
1z0aC,1,0.9456,1Z0A,C,1Z0A.C,1Z0A_1,RCSB30_6988,mapped
1z0kA,1,0.9518,1Z0K,A,1Z0K.A,1Z0K_1,RCSB30_8247,mapped
1z0nA,1,0.9432,1Z0N,A,1Z0N.A,1Z0N_1,RCSB30_4377,mapped
1z0uB,8,0.4946,1Z0U,B,1Z0U.B,1Z0U_1,RCSB30_24756,mapped
1z16A,2,0.861,1Z16,A,1Z16.A,1Z16_1,RCSB30_5022,mapped
1z2aA,1,0.9008,1Z2A,A,1Z2A.A,1Z2A_1,RCSB30_13330,mapped
1z2nA,1,0.7377,1Z2N,A,1Z2N.A,1Z2N_1,RCSB30_46723,mapped
1z37A,1,0.8818,1Z37,A,1Z37.A,1Z37_1,RCSB30_372,mapped
1z41A,1,0.7764,1Z41,A,1Z41.A,1Z41_1,RCSB30_1944,mapped
1z4aC,2,0.7524,1Z4A,C,1Z4A.C,1Z4A_1,RCSB30_796,mapped
1z4lA,1,0.7207,1Z4L,A,1Z4L.A,1Z4L_1,RCSB30_5713,mapped
1z5oB,1,1.0,1Z5O,B,1Z5O.B,1Z5O_1,RCSB30_703,mapped
1z5wA,1,0.942,1Z5W,A,1Z5W.A,1Z5W_1,RCSB30_1757,mapped
1z6kA,1,0.4596,1Z6K,A,1Z6K.A,1Z6K_1,RCSB30_13235,mapped
1z6tD,1,0.5989,1Z6T,D,1Z6T.D,1Z6T_1,RCSB30_8113,mapped
1z6xA,3,0.7774,1Z6X,A,1Z6X.A,1Z6X_1,RCSB30_873,mapped
1z6zF,1,0.7783,1Z6Z,F,1Z6Z.F,1Z6Z_1,RCSB30_6281,mapped
1z76A,1,0.9277,1Z76,A,1Z76.A,1Z76_1,RCSB30_263,mapped
1z7sA,1,0.5796,1Z7S,A,1Z7S.A,1Z7S_1,RCSB30_19,mapped
1z7wA,1,0.618,1Z7W,A,1Z7W.A,1Z7W_1,RCSB30_2274,mapped
1z8gA,1,0.7165,1Z8G,A,1Z8G.A,1Z8G_1,RCSB30_7149,mapped
1z9hB,1,0.8198,1Z9H,B,1Z9H.B,1Z9H_1,RCSB30_10490,mapped
1zaiB,2,0.8958,1ZAI,B,1ZAI.B,1ZAI_1,RCSB30_968,mapped
1zakA,1,0.5272,1ZAK,A,1ZAK.A,1ZAK_1,RCSB30_2858,mapped
1zapA,1,0.7479,1ZAP,A,1ZAP.A,1ZAP_1,RCSB30_5916,mapped
1zarA,1,0.8798,1ZAR,A,1ZAR.A,1ZAR_1,RCSB30_16958,mapped
1zauA,1,0.7329,1ZAU,A,1ZAU.A,1ZAU_1,RCSB30_153,mapped
1zb7A,1,0.6149,1ZB7,A,1ZB7.A,1ZB7_1,RCSB30_802,mapped
1zbdA,1,0.8962,1ZBD,A,1ZBD.A,1ZBD_1,RCSB30_1229,mapped
1zbhC,1,0.8697,1ZBH,C,1ZBH.C,1ZBH_2,RCSB30_17625,mapped
1zc2B,1,0.541,1ZC2,B,1ZC2.B,1ZC2_1,RCSB30_621,mapped
1zc9A,1,0.6727,1ZC9,A,1ZC9.A,1ZC9_1,RCSB30_8953,mapped
1zcaA,1,0.6545,1ZCA,A,1ZCA.A,1ZCA_1,RCSB30_2860,mapped
1zcbA,1,0.9171,1ZCB,A,1ZCB.A,1ZCB_1,RCSB30_2860,mapped
1zchA,2,0.402,1ZCH,A,1ZCH.A,1ZCH_1,RCSB30_5943,mapped
1zdtA,1,0.7408,1ZDT,A,1ZDT.A,1ZDT_1,RCSB30_3646,mapped
1zeiA,3,1.0,1ZEI,A,1ZEI.A,1ZEI_1,RCSB30_84,mapped
1zemA,1,0.8981,1ZEM,A,1ZEM.A,1ZEM_1,RCSB30_1001,mapped
1zfjA,1,0.5751,1ZFJ,A,1ZFJ.A,1ZFJ_1,RCSB30_522,mapped
1zfnA,1,0.8936,1ZFN,A,1ZFN.A,1ZFN_1,RCSB30_1323,mapped
1zg9C,1,0.9144,1ZG9,C,1ZG9.C,1ZG9_1,RCSB30_3015,mapped
1zgdA,1,0.8051,1ZGD,A,1ZGD.A,1ZGD_1,RCSB30_438,mapped
1zh8B,1,0.7463,1ZH8,B,1ZH8.B,1ZH8_1,RCSB30_62034,mapped
1zhfA,3,0.7165,1ZHF,A,1ZHF.A,1ZHF_1,RCSB30_1291,mapped
1zhyA,1,0.7527,1ZHY,A,1ZHY.A,1ZHY_1,RCSB30_8276,mapped
1zizA,1,0.7941,1ZIZ,A,1ZIZ.A,1ZIZ_1,RCSB30_1166,mapped
1zj8B,1,0.813,1ZJ8,B,1ZJ8.B,1ZJ8_1,RCSB30_5548,mapped
1zjnD,1,1.0,1ZJN,D,1ZJN.D,1ZJN_4,RCSB30_301,mapped
1zklA,1,0.6111,1ZKL,A,1ZKL.A,1ZKL_1,RCSB30_19294,mapped
1zlpA,2,0.8406,1ZLP,A,1ZLP.A,1ZLP_1,RCSB30_9077,mapped
1zmtB,1,0.8173,1ZMT,B,1ZMT.B,1ZMT_1,RCSB30_13332,mapped
1zn8B,1,0.9252,1ZN8,B,1ZN8.B,1ZN8_1,RCSB30_1167,mapped
1znkA,1,0.8431,1ZNK,A,1ZNK.A,1ZNK_1,RCSB30_2225,mapped
1znnA,1,0.7007,1ZNN,A,1ZNN.A,1ZNN_1,RCSB30_601,mapped
1znyA,3,0.7915,1ZNY,A,1ZNY.A,1ZNY_1,RCSB30_4681,mapped
1zotA,1,0.825,1ZOT,A,1ZOT.A,1ZOT_1,RCSB30_12029,mapped
1zp9C,2,0.7733,1ZP9,C,1ZP9.C,1ZP9_1,RCSB30_16113,mapped
1zq9A,1,0.7195,1ZQ9,A,1ZQ9.A,1ZQ9_1,RCSB30_1715,mapped
1zrhA,1,0.8328,1ZRH,A,1ZRH.A,1ZRH_1,RCSB30_14351,mapped
1zrtB,1,0.7713,1ZRT,B,1ZRT.B,1ZRT_2,RCSB30_7379,mapped
1zs6B,1,0.7767,1ZS6,B,1ZS6.B,1ZS6_1,RCSB30_454,mapped
1zsqA,2,0.6522,1ZSQ,A,1ZSQ.A,1ZSQ_1,RCSB30_4479,mapped
1zt4A,1,0.8891,1ZT4,A,1ZT4.A,1ZT4_1,RCSB30_2534,mapped
1zu0A,1,0.4544,1ZU0,A,1ZU0.A,1ZU0_1,RCSB30_15694,mapped
1zubA,2,0.4258,1ZUB,A,1ZUB.A,1ZUB_1,RCSB30_7728,mapped
1zuiA,2,0.9381,1ZUI,A,1ZUI.A,1ZUI_1,RCSB30_7527,mapped
1zunA,1,0.5408,1ZUN,A,1ZUN.A,1ZUN_1,RCSB30_880,mapped
1zunB,1,0.4427,1ZUN,B,1ZUN.B,1ZUN_2,RCSB30_1528,mapped
1zuwB,1,0.8226,1ZUW,B,1ZUW.B,1ZUW_1,RCSB30_801,mapped
1zx9A,1,0.8016,1ZX9,A,1ZX9.A,1ZX9_1,RCSB30_13160,mapped
1zxnC,1,0.8653,1ZXN,C,1ZXN.C,1ZXN_1,RCSB30_11662,mapped
1zy1B,1,0.9069,1ZY1,B,1ZY1.B,1ZY1_1,RCSB30_14236,mapped
1zy8D,1,0.7801,1ZY8,D,1ZY8.D,1ZY8_1,RCSB30_865,mapped
1zydA,3,0.801,1ZYD,A,1ZYD.A,1ZYD_1,RCSB30_19014,mapped
1zz1D,2,0.8786,1ZZ1,D,1ZZ1.D,1ZZ1_1,RCSB30_6314,mapped
1zzdA,3,0.7231,1ZZD,A,1ZZD.A,1ZZD_1,RCSB30_2304,mapped
256bB,1,0.9724,256B,B,256B.B,256B_1,RCSB30_1551,mapped
2a00A,1,0.9117,2A00,A,2A00.A,2A00_1,RCSB30_1338,mapped
2a0nA,2,0.8352,2A0N,A,2A0N.A,2A0N_1,RCSB30_112,mapped
2a14A,1,0.865,2A14,A,2A14.A,2A14_1,RCSB30_2210,mapped
2a15A,2,0.8751,2A15,A,2A15.A,2A15_1,RCSB30_21204,mapped
2a19B,3,0.6972,2A19,B,2A19.B,2A19_2,RCSB30_15748,mapped
2a19C,1,0.6719,2A19,C,2A19.C,2A19_2,RCSB30_15748,mapped
2a1lA,1,0.8046,2A1L,A,2A1L.A,2A1L_1,RCSB30_4869,mapped
2a1uA,3,0.7744,2A1U,A,2A1U.A,2A1U_1,RCSB30_12432,mapped
2a1xA,1,0.5523,2A1X,A,2A1X.A,2A1X_1,RCSB30_21100,mapped
2a1yA,10,0.6644,2A1Y,A,2A1Y.A,2A1Y_1,RCSB30_2180,mapped
2a2gA,1,0.9334,2A2G,A,2A2G.A,2A2G_1,RCSB30_2225,mapped
2a30D,1,0.9156,2A30,D,2A30.D,2A30_1,RCSB30_2362,mapped
2a4mC,1,0.5215,2A4M,C,2A4M.C,2A4M_1,RCSB30_8650,mapped
2a5dA,1,0.9272,2A5D,A,2A5D.A,2A5D_1,RCSB30_2467,mapped
2a5fB,1,0.664,2A5F,B,2A5F.B,2A5F_2,RCSB30_6184,mapped
2a5tB,1,0.7253,2A5T,B,2A5T.B,2A5T_2,RCSB30_2691,mapped
2a5yC,1,0.8872,2A5Y,C,2A5Y.C,2A5Y_2,RCSB30_16842,mapped
2a6cB,3,0.5892,2A6C,B,2A6C.B,2A6C_1,RCSB30_96589,mapped
2a73B,2,0.4169,2A73,B,2A73.B,2A73_2,RCSB30_1344,mapped
2a78A,1,0.9761,2A78,A,2A78.A,2A78_1,RCSB30_3848,mapped
2a8sA,1,0.7744,2A8S,A,2A8S.A,2A8S_1,RCSB30_8900,mapped
2a8vC,1,0.7096,2A8V,C,2A8V.C,2A8V_3,RCSB30_2389,mapped
2a91A,3,0.434,2A91,A,2A91.A,2A91_1,RCSB30_6160,mapped
2a9gA,1,0.6151,2A9G,A,2A9G.A,2A9G_1,RCSB30_1289,mapped
2aa9A,1,0.6587,2AA9,A,2AA9.A,2AA9_1,RCSB30_618,mapped
2aacA,1,0.816,2AAC,A,2AAC.A,2AAC_1,RCSB30_19995,mapped
2ac7B,1,0.7206,2AC7,B,2AC7.B,2AC7_1,RCSB30_372,mapped
2acoB,1,0.6003,2ACO,B,2ACO.B,2ACO_1,RCSB30_8551,mapped
2acwA,1,0.6335,2ACW,A,2ACW.A,2ACW_1,RCSB30_956,mapped
2aexA,2,0.6548,2AEX,A,2AEX.A,2AEX_1,RCSB30_5539,mapped
2afxB,1,0.869,2AFX,B,2AFX.B,2AFX_1,RCSB30_1897,mapped
2ag5D,1,0.8523,2AG5,D,2AG5.D,2AG5_1,RCSB30_1170,mapped
2agjB,3,0.7595,2AGJ,B,2AGJ.B,2AGJ_2,RCSB30_1051,mapped
2agkA,2,0.8809,2AGK,A,2AGK.A,2AGK_1,RCSB30_7018,mapped
2agwA,1,0.8739,2AGW,A,2AGW.A,2AGW_1,RCSB30_2987,mapped
2agwD,2,0.7195,2AGW,D,2AGW.D,2AGW_2,RCSB30_7860,mapped
2ahgB,1,0.7689,2AHG,B,2AHG.B,2AHG_1,RCSB30_11370,mapped
2ahrE,2,0.5516,2AHR,E,2AHR.E,2AHR_1,RCSB30_1858,mapped
2ahvA,1,0.7852,2AHV,A,2AHV.A,2AHV_1,RCSB30_23770,mapped
2ai7A,1,0.8852,2AI7,A,2AI7.A,2AI7_1,RCSB30_1611,mapped
2aijA,1,0.4313,2AIJ,A,2AIJ.A,2AIJ_1,RCSB30_4311,mapped
2aiqA,1,0.8324,2AIQ,A,2AIQ.A,2AIQ_1,RCSB30_2392,mapped
2ajhA,2,1.0,2AJH,A,2AJH.A,2AJH_1,RCSB30_155,mapped
2ajvA,3,0.8413,2AJV,A,2AJV.A,2AJV_1,RCSB30_59,mapped
2ak3A,1,0.8585,2AK3,A,2AK3.A,2AK3_1,RCSB30_368,mapped
2akoD,2,0.9515,2AKO,D,2AKO.D,2AKO_1,RCSB30_315,mapped
2am3A,1,0.7841,2AM3,A,2AM3.A,2AM3_1,RCSB30_12395,mapped
2amoA,1,0.7685,2AMO,A,2AMO.A,2AMO_1,RCSB30_86,mapped
2angA,1,0.8971,2ANG,A,2ANG.A,2ANG_1,RCSB30_1766,mapped
2anyA,1,0.7263,2ANY,A,2ANY.A,2ANY_1,RCSB30_1202,mapped
2aowB,2,0.9095,2AOW,B,2AOW.B,2AOW_1,RCSB30_10353,mapped
2aphA,1,0.6369,2APH,A,2APH.A,2APH_1,RCSB30_2909,mapped
2aq8A,1,0.7874,2AQ8,A,2AQ8.A,2AQ8_1,RCSB30_1411,mapped
2aqxA,1,0.8952,2AQX,A,2AQX.A,2AQX_1,RCSB30_8162,mapped
2asnA,1,0.9097,2ASN,A,2ASN.A,2ASN_1,RCSB30_2747,mapped
2at0A,1,0.8863,2AT0,A,2AT0.A,2AT0_1,RCSB30_2747,mapped
2atpC,1,0.4675,2ATP,C,2ATP.C,2ATP_3,RCSB30_21418,mapped
2atpD,1,0.6733,2ATP,D,2ATP.D,2ATP_1,RCSB30_8058,mapped
2atsA,1,0.474,2ATS,A,2ATS.A,2ATS_1,RCSB30_321,mapped
2atvA,1,0.7918,2ATV,A,2ATV.A,2ATV_1,RCSB30_21098,mapped
2atxA,1,0.764,2ATX,A,2ATX.A,2ATX_1,RCSB30_6182,mapped
