"site_index","site_id","label","threshold","element","count","total_atoms","proportion"
225,"1ea0","FMN",10,"P",0,523,0
225,"1ea0","FMN",10,"S",7,523,0.0133843212237094
226,"1eje","FMN",10,"C",281,451,0.623059866962306
226,"1eje","FMN",10,"N",86,451,0.190687361419069
226,"1eje","FMN",10,"O",82,451,0.181818181818182
226,"1eje","FMN",10,"P",0,451,0
226,"1eje","FMN",10,"S",2,451,0.00443458980044346
227,"1f5v","FMN",10,"C",205,326,0.628834355828221
227,"1f5v","FMN",10,"N",68,326,0.208588957055215
227,"1f5v","FMN",10,"O",52,326,0.159509202453988
227,"1f5v","FMN",10,"P",0,326,0
227,"1f5v","FMN",10,"S",1,326,0.00306748466257669
228,"1fla","FMN",10,"C",185,298,0.620805369127517
228,"1fla","FMN",10,"N",49,298,0.164429530201342
228,"1fla","FMN",10,"O",61,298,0.204697986577181
228,"1fla","FMN",10,"P",0,298,0
228,"1fla","FMN",10,"S",3,298,0.0100671140939597
229,"1g28","FMN",10,"C",294,443,0.663656884875847
229,"1g28","FMN",10,"N",76,443,0.171557562076749
229,"1g28","FMN",10,"O",72,443,0.162528216704289
229,"1g28","FMN",10,"P",0,443,0
229,"1g28","FMN",10,"S",1,443,0.00225733634311512
230,"1g63","FMN",10,"C",192,304,0.631578947368421
230,"1g63","FMN",10,"N",53,304,0.174342105263158
230,"1g63","FMN",10,"O",55,304,0.180921052631579
230,"1g63","FMN",10,"P",0,304,0
230,"1g63","FMN",10,"S",4,304,0.0131578947368421
231,"1he4","FMN",10,"C",188,293,0.641638225255973
231,"1he4","FMN",10,"N",50,293,0.170648464163823
231,"1he4","FMN",10,"O",52,293,0.177474402730375
231,"1he4","FMN",10,"P",0,293,0
231,"1he4","FMN",10,"S",3,293,0.0102389078498294
232,"1i0r","FMN",10,"C",286,440,0.65
232,"1i0r","FMN",10,"N",72,440,0.163636363636364
232,"1i0r","FMN",10,"O",78,440,0.177272727272727
232,"1i0r","FMN",10,"P",0,440,0
232,"1i0r","FMN",10,"S",4,440,0.00909090909090909
233,"1ja1","FMN",10,"C",265,425,0.623529411764706
233,"1ja1","FMN",10,"N",75,425,0.176470588235294
233,"1ja1","FMN",10,"O",83,425,0.195294117647059
233,"1ja1","FMN",10,"P",0,425,0
233,"1ja1","FMN",10,"S",2,425,0.00470588235294118
234,"1kbi","FMN",10,"C",330,527,0.62618595825427
234,"1kbi","FMN",10,"N",95,527,0.180265654648956
234,"1kbi","FMN",10,"O",100,527,0.189753320683112
234,"1kbi","FMN",10,"P",0,527,0
234,"1kbi","FMN",10,"S",2,527,0.00379506641366224
235,"1mvl","FMN",10,"C",185,289,0.640138408304498
235,"1mvl","FMN",10,"N",48,289,0.166089965397924
235,"1mvl","FMN",10,"O",53,289,0.183391003460208
235,"1mvl","FMN",10,"P",0,289,0
235,"1mvl","FMN",10,"S",3,289,0.0103806228373702
236,"1nfp","FMN",10,"C",155,237,0.654008438818565
236,"1nfp","FMN",10,"N",36,237,0.151898734177215
236,"1nfp","FMN",10,"O",45,237,0.189873417721519
236,"1nfp","FMN",10,"P",0,237,0
236,"1nfp","FMN",10,"S",1,237,0.00421940928270042
237,"1nni","FMN",10,"C",176,284,0.619718309859155
237,"1nni","FMN",10,"N",57,284,0.200704225352113
237,"1nni","FMN",10,"O",51,284,0.179577464788732
237,"1nni","FMN",10,"P",0,284,0
237,"1nni","FMN",10,"S",0,284,0
238,"1nox","FMN",10,"C",185,288,0.642361111111111
238,"1nox","FMN",10,"N",54,288,0.1875
238,"1nox","FMN",10,"O",48,288,0.166666666666667
238,"1nox","FMN",10,"P",0,288,0
238,"1nox","FMN",10,"S",1,288,0.00347222222222222
239,"1p4c","FMN",10,"C",324,511,0.634050880626223
239,"1p4c","FMN",10,"N",91,511,0.178082191780822
239,"1p4c","FMN",10,"O",95,511,0.185909980430528
239,"1p4c","FMN",10,"P",0,511,0
239,"1p4c","FMN",10,"S",1,511,0.00195694716242661
240,"1p4m","FMN",10,"C",250,393,0.636132315521629
240,"1p4m","FMN",10,"N",70,393,0.178117048346056
240,"1p4m","FMN",10,"O",71,393,0.180661577608142
240,"1p4m","FMN",10,"P",0,393,0
240,"1p4m","FMN",10,"S",2,393,0.00508905852417303
241,"1rlj","FMN",10,"C",211,330,0.639393939393939
241,"1rlj","FMN",10,"N",56,330,0.16969696969697
241,"1rlj","FMN",10,"O",63,330,0.190909090909091
241,"1rlj","FMN",10,"P",0,330,0
241,"1rlj","FMN",10,"S",0,330,0
242,"1t0i","FMN",10,"C",199,312,0.637820512820513
242,"1t0i","FMN",10,"N",57,312,0.182692307692308
242,"1t0i","FMN",10,"O",53,312,0.169871794871795
242,"1t0i","FMN",10,"P",0,312,0
242,"1t0i","FMN",10,"S",3,312,0.00961538461538462
243,"1t57","FMN",10,"C",255,416,0.612980769230769
243,"1t57","FMN",10,"N",83,416,0.199519230769231
243,"1t57","FMN",10,"O",77,416,0.185096153846154
243,"1t57","FMN",10,"P",0,416,0
243,"1t57","FMN",10,"S",1,416,0.00240384615384615
244,"1t5b","FMN",10,"C",203,322,0.630434782608696
244,"1t5b","FMN",10,"N",56,322,0.173913043478261
244,"1t5b","FMN",10,"O",62,322,0.192546583850932
244,"1t5b","FMN",10,"P",0,322,0
244,"1t5b","FMN",10,"S",1,322,0.0031055900621118
245,"1t6y","FMN",10,"C",204,322,0.633540372670807
245,"1t6y","FMN",10,"N",59,322,0.183229813664596
245,"1t6y","FMN",10,"O",57,322,0.177018633540373
245,"1t6y","FMN",10,"P",0,322,0
245,"1t6y","FMN",10,"S",2,322,0.0062111801242236
246,"1um0","FMN",10,"C",257,412,0.62378640776699
246,"1um0","FMN",10,"N",78,412,0.189320388349515
246,"1um0","FMN",10,"O",74,412,0.179611650485437
246,"1um0","FMN",10,"P",0,412,0
246,"1um0","FMN",10,"S",3,412,0.00728155339805825
247,"1usc","FMN",10,"C",309,474,0.651898734177215
247,"1usc","FMN",10,"N",85,474,0.179324894514768
247,"1usc","FMN",10,"O",78,474,0.164556962025316
247,"1usc","FMN",10,"P",0,474,0
247,"1usc","FMN",10,"S",2,474,0.00421940928270042
248,"1vhn","FMN",10,"C",281,430,0.653488372093023
248,"1vhn","FMN",10,"N",73,430,0.169767441860465
248,"1vhn","FMN",10,"O",75,430,0.174418604651163
248,"1vhn","FMN",10,"P",0,430,0
248,"1vhn","FMN",10,"S",1,430,0.00232558139534884
249,"1x77","FMN",10,"C",176,285,0.617543859649123
249,"1x77","FMN",10,"N",54,285,0.189473684210526
249,"1x77","FMN",10,"O",55,285,0.192982456140351
249,"1x77","FMN",10,"P",0,285,0
249,"1x77","FMN",10,"S",0,285,0
250,"1y30","FMN",10,"C",174,270,0.644444444444444
250,"1y30","FMN",10,"N",50,270,0.185185185185185
250,"1y30","FMN",10,"O",45,270,0.166666666666667
250,"1y30","FMN",10,"P",0,270,0
250,"1y30","FMN",10,"S",1,270,0.0037037037037037
251,"1yrh","FMN",10,"C",187,308,0.607142857142857
251,"1yrh","FMN",10,"N",56,308,0.181818181818182
251,"1yrh","FMN",10,"O",65,308,0.211038961038961
251,"1yrh","FMN",10,"P",0,308,0
251,"1yrh","FMN",10,"S",0,308,0
252,"2b67","FMN",10,"C",179,283,0.632508833922262
252,"2b67","FMN",10,"N",54,283,0.190812720848057
252,"2b67","FMN",10,"O",50,283,0.176678445229682
252,"2b67","FMN",10,"P",0,283,0
252,"2b67","FMN",10,"S",0,283,0
253,"2d37","FMN",10,"C",245,371,0.660377358490566
253,"2d37","FMN",10,"N",61,371,0.164420485175202
253,"2d37","FMN",10,"O",64,371,0.172506738544474
253,"2d37","FMN",10,"P",0,371,0
253,"2d37","FMN",10,"S",1,371,0.00269541778975741
254,"2d5m","FMN",10,"C",293,442,0.66289592760181
254,"2d5m","FMN",10,"N",71,442,0.160633484162896
254,"2d5m","FMN",10,"O",76,442,0.171945701357466
254,"2d5m","FMN",10,"P",0,442,0
254,"2d5m","FMN",10,"S",2,442,0.00452488687782805
255,"2fre","FMN",10,"C",205,319,0.642633228840125
255,"2fre","FMN",10,"N",65,319,0.203761755485893
255,"2fre","FMN",10,"O",49,319,0.153605015673981
255,"2fre","FMN",10,"P",0,319,0
255,"2fre","FMN",10,"S",0,319,0
256,"2gjl","FMN",10,"C",322,505,0.637623762376238
256,"2gjl","FMN",10,"N",87,505,0.172277227722772
256,"2gjl","FMN",10,"O",89,505,0.176237623762376
256,"2gjl","FMN",10,"P",0,505,0
256,"2gjl","FMN",10,"S",7,505,0.0138613861386139
257,"2h0u","FMN",10,"C",143,230,0.621739130434783
257,"2h0u","FMN",10,"N",41,230,0.178260869565217
257,"2h0u","FMN",10,"O",44,230,0.191304347826087
257,"2h0u","FMN",10,"P",0,230,0
257,"2h0u","FMN",10,"S",2,230,0.00869565217391304
258,"2h8x","FMN",10,"C",289,440,0.656818181818182
258,"2h8x","FMN",10,"N",80,440,0.181818181818182
258,"2h8x","FMN",10,"O",67,440,0.152272727272727
258,"2h8x","FMN",10,"P",0,440,0
258,"2h8x","FMN",10,"S",4,440,0.00909090909090909
259,"2hfn","FMN",10,"C",255,405,0.62962962962963
259,"2hfn","FMN",10,"N",72,405,0.177777777777778
259,"2hfn","FMN",10,"O",77,405,0.190123456790123
259,"2hfn","FMN",10,"P",0,405,0
259,"2hfn","FMN",10,"S",1,405,0.00246913580246914
260,"2i02","FMN",10,"C",203,295,0.688135593220339
260,"2i02","FMN",10,"N",42,295,0.142372881355932
260,"2i02","FMN",10,"O",50,295,0.169491525423729
260,"2i02","FMN",10,"P",0,295,0
260,"2i02","FMN",10,"S",0,295,0
261,"2i51","FMN",10,"C",207,310,0.667741935483871
261,"2i51","FMN",10,"N",53,310,0.170967741935484
261,"2i51","FMN",10,"O",49,310,0.158064516129032
261,"2i51","FMN",10,"P",0,310,0
261,"2i51","FMN",10,"S",1,310,0.0032258064516129
262,"2i7h","FMN",10,"C",169,267,0.632958801498127
262,"2i7h","FMN",10,"N",58,267,0.217228464419476
262,"2i7h","FMN",10,"O",38,267,0.142322097378277
262,"2i7h","FMN",10,"P",0,267,0
262,"2i7h","FMN",10,"S",2,267,0.00749063670411985
263,"2ifa","FMN",10,"C",178,272,0.654411764705882
263,"2ifa","FMN",10,"N",50,272,0.183823529411765
263,"2ifa","FMN",10,"O",44,272,0.161764705882353
263,"2ifa","FMN",10,"P",0,272,0
263,"2ifa","FMN",10,"S",0,272,0
264,"2ig6","FMN",10,"C",191,283,0.674911660777385
264,"2ig6","FMN",10,"N",45,283,0.159010600706714
264,"2ig6","FMN",10,"O",45,283,0.159010600706714
264,"2ig6","FMN",10,"P",0,283,0
264,"2ig6","FMN",10,"S",2,283,0.00706713780918728
265,"2iml","FMN",10,"C",252,395,0.637974683544304
265,"2iml","FMN",10,"N",71,395,0.179746835443038
265,"2iml","FMN",10,"O",72,395,0.182278481012658
265,"2iml","FMN",10,"P",0,395,0
265,"2iml","FMN",10,"S",0,395,0
266,"2isj","FMN",10,"C",250,371,0.673854447439353
266,"2isj","FMN",10,"N",64,371,0.172506738544474
266,"2isj","FMN",10,"O",56,371,0.150943396226415
266,"2isj","FMN",10,"P",0,371,0
266,"2isj","FMN",10,"S",1,371,0.00269541778975741
267,"2iyg","FMN",10,"C",257,405,0.634567901234568
267,"2iyg","FMN",10,"N",75,405,0.185185185185185
267,"2iyg","FMN",10,"O",71,405,0.175308641975309
267,"2iyg","FMN",10,"P",0,405,0
267,"2iyg","FMN",10,"S",2,405,0.00493827160493827
268,"2jbs","FMN",10,"C",258,392,0.658163265306122
268,"2jbs","FMN",10,"N",64,392,0.163265306122449
268,"2jbs","FMN",10,"O",68,392,0.173469387755102
268,"2jbs","FMN",10,"P",0,392,0
268,"2jbs","FMN",10,"S",2,392,0.00510204081632653
269,"2ohh","FMN",10,"C",181,283,0.639575971731449
269,"2ohh","FMN",10,"N",44,283,0.15547703180212
269,"2ohh","FMN",10,"O",54,283,0.190812720848057
269,"2ohh","FMN",10,"P",0,283,0
269,"2ohh","FMN",10,"S",4,283,0.0141342756183746
270,"2ou5","FMN",10,"C",193,304,0.634868421052632
270,"2ou5","FMN",10,"N",57,304,0.1875
270,"2ou5","FMN",10,"O",54,304,0.177631578947368
270,"2ou5","FMN",10,"P",0,304,0
270,"2ou5","FMN",10,"S",0,304,0
271,"2oys","FMN",10,"C",170,273,0.622710622710623
271,"2oys","FMN",10,"N",45,273,0.164835164835165
271,"2oys","FMN",10,"O",58,273,0.212454212454212
271,"2oys","FMN",10,"P",0,273,0
271,"2oys","FMN",10,"S",0,273,0
272,"2pia","FMN",10,"C",290,478,0.606694560669456
272,"2pia","FMN",10,"N",87,478,0.182008368200837
272,"2pia","FMN",10,"O",95,478,0.198744769874477
272,"2pia","FMN",10,"P",0,478,0
272,"2pia","FMN",10,"S",6,478,0.0125523012552301
273,"2ptf","FMN",10,"C",215,334,0.643712574850299
273,"2ptf","FMN",10,"N",55,334,0.164670658682635
273,"2ptf","FMN",10,"O",64,334,0.191616766467066
273,"2ptf","FMN",10,"P",0,334,0
273,"2ptf","FMN",10,"S",0,334,0
274,"2uv8","FMN",10,"C",348,536,0.649253731343284
274,"2uv8","FMN",10,"N",95,536,0.177238805970149
274,"2uv8","FMN",10,"O",89,536,0.166044776119403
274,"2uv8","FMN",10,"P",0,536,0
274,"2uv8","FMN",10,"S",4,536,0.00746268656716418
275,"1a47","GLC",10,"C",103,151,0.682119205298013
275,"1a47","GLC",10,"N",23,151,0.152317880794702
275,"1a47","GLC",10,"O",25,151,0.165562913907285
275,"1a47","GLC",10,"P",0,151,0
275,"1a47","GLC",10,"S",0,151,0
276,"1a65","GLC",10,"C",97,144,0.673611111111111
276,"1a65","GLC",10,"N",24,144,0.166666666666667
276,"1a65","GLC",10,"O",23,144,0.159722222222222
276,"1a65","GLC",10,"P",0,144,0
276,"1a65","GLC",10,"S",0,144,0
277,"1af6","GLC",10,"C",151,255,0.592156862745098
277,"1af6","GLC",10,"N",50,255,0.196078431372549
277,"1af6","GLC",10,"O",54,255,0.211764705882353
277,"1af6","GLC",10,"P",0,255,0
277,"1af6","GLC",10,"S",0,255,0
278,"1anf","GLC",10,"C",214,319,0.670846394984326
278,"1anf","GLC",10,"N",51,319,0.15987460815047
278,"1anf","GLC",10,"O",52,319,0.163009404388715
278,"1anf","GLC",10,"P",0,319,0
278,"1anf","GLC",10,"S",2,319,0.00626959247648903
279,"1b1y","GLC",10,"C",201,328,0.61280487804878
279,"1b1y","GLC",10,"N",61,328,0.185975609756098
279,"1b1y","GLC",10,"O",63,328,0.192073170731707
279,"1b1y","GLC",10,"P",0,328,0
279,"1b1y","GLC",10,"S",3,328,0.00914634146341463
280,"1b2y","GLC",10,"C",169,259,0.652509652509653
280,"1b2y","GLC",10,"N",46,259,0.177606177606178
280,"1b2y","GLC",10,"O",43,259,0.166023166023166
280,"1b2y","GLC",10,"P",0,259,0
280,"1b2y","GLC",10,"S",1,259,0.00386100386100386
281,"1bag","GLC",10,"C",116,181,0.640883977900553
281,"1bag","GLC",10,"N",32,181,0.176795580110497
281,"1bag","GLC",10,"O",33,181,0.18232044198895
281,"1bag","GLC",10,"P",0,181,0
281,"1bag","GLC",10,"S",0,181,0
282,"1bdg","GLC",10,"C",232,363,0.639118457300275
282,"1bdg","GLC",10,"N",63,363,0.173553719008264
282,"1bdg","GLC",10,"O",66,363,0.181818181818182
282,"1bdg","GLC",10,"P",0,363,0
282,"1bdg","GLC",10,"S",2,363,0.00550964187327824
283,"1bg9","GLC",10,"C",110,169,0.650887573964497
283,"1bg9","GLC",10,"N",27,169,0.159763313609467
283,"1bg9","GLC",10,"O",31,169,0.183431952662722
283,"1bg9","GLC",10,"P",0,169,0
283,"1bg9","GLC",10,"S",1,169,0.00591715976331361
284,"1c1l","GLC",10,"C",93,156,0.596153846153846
284,"1c1l","GLC",10,"N",32,156,0.205128205128205
284,"1c1l","GLC",10,"O",31,156,0.198717948717949
284,"1c1l","GLC",10,"P",0,156,0
284,"1c1l","GLC",10,"S",0,156,0
285,"1cel","GLC",10,"C",103,166,0.620481927710843
285,"1cel","GLC",10,"N",28,166,0.168674698795181
285,"1cel","GLC",10,"O",35,166,0.210843373493976
285,"1cel","GLC",10,"P",0,166,0
285,"1cel","GLC",10,"S",0,166,0
286,"1cen","GLC",10,"C",129,205,0.629268292682927
286,"1cen","GLC",10,"N",37,205,0.180487804878049
286,"1cen","GLC",10,"O",38,205,0.185365853658537
286,"1cen","GLC",10,"P",0,205,0
286,"1cen","GLC",10,"S",1,205,0.0048780487804878
287,"1cq1","GLC",10,"C",156,266,0.586466165413534
287,"1cq1","GLC",10,"N",56,266,0.210526315789474
287,"1cq1","GLC",10,"O",54,266,0.203007518796992
287,"1cq1","GLC",10,"P",0,266,0
287,"1cq1","GLC",10,"S",0,266,0
288,"1e3z","GLC",10,"C",147,225,0.653333333333333
288,"1e3z","GLC",10,"N",37,225,0.164444444444444
288,"1e3z","GLC",10,"O",40,225,0.177777777777778
288,"1e3z","GLC",10,"P",0,225,0
288,"1e3z","GLC",10,"S",1,225,0.00444444444444444
289,"1e55","GLC",10,"C",240,372,0.645161290322581
289,"1e55","GLC",10,"N",65,372,0.174731182795699
289,"1e55","GLC",10,"O",66,372,0.17741935483871
289,"1e55","GLC",10,"P",0,372,0
289,"1e55","GLC",10,"S",1,372,0.00268817204301075
290,"1ece","GLC",10,"C",125,194,0.644329896907217
290,"1ece","GLC",10,"N",32,194,0.164948453608247
290,"1ece","GLC",10,"O",37,194,0.190721649484536
290,"1ece","GLC",10,"P",0,194,0
290,"1ece","GLC",10,"S",0,194,0
291,"1elj","GLC",10,"C",188,286,0.657342657342657
291,"1elj","GLC",10,"N",45,286,0.157342657342657
291,"1elj","GLC",10,"O",51,286,0.178321678321678
291,"1elj","GLC",10,"P",0,286,0
291,"1elj","GLC",10,"S",2,286,0.00699300699300699
292,"1f9d","GLC",10,"C",173,267,0.647940074906367
292,"1f9d","GLC",10,"N",41,267,0.153558052434457
292,"1f9d","GLC",10,"O",53,267,0.198501872659176
292,"1f9d","GLC",10,"P",0,267,0
292,"1f9d","GLC",10,"S",0,267,0
293,"1ga2","GLC",10,"C",130,204,0.637254901960784
293,"1ga2","GLC",10,"N",36,204,0.176470588235294
293,"1ga2","GLC",10,"O",37,204,0.181372549019608
293,"1ga2","GLC",10,"P",0,204,0
293,"1ga2","GLC",10,"S",1,204,0.00490196078431373
294,"1geg","GLC",10,"C",85,134,0.634328358208955
294,"1geg","GLC",10,"N",27,134,0.201492537313433
294,"1geg","GLC",10,"O",22,134,0.164179104477612
294,"1geg","GLC",10,"P",0,134,0
294,"1geg","GLC",10,"S",0,134,0
295,"1gwm","GLC",10,"C",52,88,0.590909090909091
295,"1gwm","GLC",10,"N",18,88,0.204545454545455
295,"1gwm","GLC",10,"O",18,88,0.204545454545455
295,"1gwm","GLC",10,"P",0,88,0
295,"1gwm","GLC",10,"S",0,88,0
296,"1gww","GLC",10,"C",176,274,0.642335766423358
296,"1gww","GLC",10,"N",49,274,0.178832116788321
296,"1gww","GLC",10,"O",47,274,0.171532846715328
296,"1gww","GLC",10,"P",0,274,0
296,"1gww","GLC",10,"S",2,274,0.0072992700729927
297,"1hgy","GLC",10,"C",108,167,0.646706586826347
297,"1hgy","GLC",10,"N",28,167,0.167664670658683
297,"1hgy","GLC",10,"O",30,167,0.179640718562874
297,"1hgy","GLC",10,"P",0,167,0
297,"1hgy","GLC",10,"S",1,167,0.00598802395209581
298,"1i82","GLC",10,"C",111,180,0.616666666666667
298,"1i82","GLC",10,"N",37,180,0.205555555555556
298,"1i82","GLC",10,"O",32,180,0.177777777777778
298,"1i82","GLC",10,"P",0,180,0
298,"1i82","GLC",10,"S",0,180,0
299,"1ieq","GLC",10,"C",98,163,0.601226993865031
299,"1ieq","GLC",10,"N",28,163,0.171779141104294
299,"1ieq","GLC",10,"O",37,163,0.226993865030675
299,"1ieq","GLC",10,"P",0,163,0
299,"1ieq","GLC",10,"S",0,163,0
300,"1itc","GLC",10,"C",197,321,0.613707165109034
300,"1itc","GLC",10,"N",58,321,0.180685358255452
300,"1itc","GLC",10,"O",63,321,0.196261682242991
300,"1itc","GLC",10,"P",0,321,0
300,"1itc","GLC",10,"S",3,321,0.00934579439252336
301,"1j0i","GLC",10,"C",107,171,0.625730994152047
301,"1j0i","GLC",10,"N",31,171,0.181286549707602
301,"1j0i","GLC",10,"O",32,171,0.187134502923977
301,"1j0i","GLC",10,"P",0,171,0
301,"1j0i","GLC",10,"S",1,171,0.00584795321637427
302,"1jdc","GLC",10,"C",98,161,0.608695652173913
302,"1jdc","GLC",10,"N",32,161,0.198757763975155
302,"1jdc","GLC",10,"O",31,161,0.192546583850932
302,"1jdc","GLC",10,"P",0,161,0
302,"1jdc","GLC",10,"S",0,161,0
303,"1jg9","GLC",10,"C",231,361,0.6398891966759
303,"1jg9","GLC",10,"N",66,361,0.182825484764543
303,"1jg9","GLC",10,"O",63,361,0.174515235457064
303,"1jg9","GLC",10,"P",0,361,0
303,"1jg9","GLC",10,"S",1,361,0.00277008310249307
304,"1k1w","GLC",10,"C",213,325,0.655384615384615
304,"1k1w","GLC",10,"N",57,325,0.175384615384615
304,"1k1w","GLC",10,"O",55,325,0.169230769230769
304,"1k1w","GLC",10,"P",0,325,0
304,"1k1w","GLC",10,"S",0,325,0
305,"1k3i","GLC",10,"C",135,205,0.658536585365854
305,"1k3i","GLC",10,"N",34,205,0.165853658536585
305,"1k3i","GLC",10,"O",36,205,0.175609756097561
305,"1k3i","GLC",10,"P",0,205,0
305,"1k3i","GLC",10,"S",0,205,0
306,"1k7v","GLC",10,"C",99,171,0.578947368421053
306,"1k7v","GLC",10,"N",35,171,0.204678362573099
306,"1k7v","GLC",10,"O",32,171,0.187134502923977
306,"1k7v","GLC",10,"P",0,171,0
306,"1k7v","GLC",10,"S",5,171,0.0292397660818713
307,"1kwf","GLC",10,"C",109,182,0.598901098901099
307,"1kwf","GLC",10,"N",35,182,0.192307692307692
307,"1kwf","GLC",10,"O",38,182,0.208791208791209
307,"1kwf","GLC",10,"P",0,182,0
307,"1kwf","GLC",10,"S",0,182,0
308,"1mmu","GLC",10,"C",176,283,0.62190812720848
308,"1mmu","GLC",10,"N",52,283,0.183745583038869
308,"1mmu","GLC",10,"O",55,283,0.19434628975265
308,"1mmu","GLC",10,"P",0,283,0
308,"1mmu","GLC",10,"S",0,283,0
309,"1muy","GLC",10,"C",137,222,0.617117117117117
309,"1muy","GLC",10,"N",41,222,0.184684684684685
309,"1muy","GLC",10,"O",43,222,0.193693693693694
309,"1muy","GLC",10,"P",0,222,0
309,"1muy","GLC",10,"S",1,222,0.0045045045045045
310,"1mxd","GLC",10,"C",126,189,0.666666666666667
310,"1mxd","GLC",10,"N",29,189,0.153439153439153
310,"1mxd","GLC",10,"O",34,189,0.17989417989418
310,"1mxd","GLC",10,"P",0,189,0
310,"1mxd","GLC",10,"S",0,189,0
311,"1nf5","GLC",10,"C",146,222,0.657657657657658
311,"1nf5","GLC",10,"N",38,222,0.171171171171171
311,"1nf5","GLC",10,"O",36,222,0.162162162162162
311,"1nf5","GLC",10,"P",0,222,0
311,"1nf5","GLC",10,"S",2,222,0.00900900900900901
312,"1ofc","GLC",10,"C",61,95,0.642105263157895
312,"1ofc","GLC",10,"N",15,95,0.157894736842105
312,"1ofc","GLC",10,"O",19,95,0.2
312,"1ofc","GLC",10,"P",0,95,0
312,"1ofc","GLC",10,"S",0,95,0
313,"1ogo","GLC",10,"C",119,192,0.619791666666667
313,"1ogo","GLC",10,"N",32,192,0.166666666666667
313,"1ogo","GLC",10,"O",41,192,0.213541666666667
313,"1ogo","GLC",10,"P",0,192,0
313,"1ogo","GLC",10,"S",0,192,0
314,"1pwb","GLC",10,"C",95,162,0.58641975308642
314,"1pwb","GLC",10,"N",33,162,0.203703703703704
314,"1pwb","GLC",10,"O",34,162,0.209876543209877
314,"1pwb","GLC",10,"P",0,162,0
314,"1pwb","GLC",10,"S",0,162,0
315,"1q33","GLC",10,"C",179,283,0.632508833922262
315,"1q33","GLC",10,"N",48,283,0.169611307420495
315,"1q33","GLC",10,"O",55,283,0.19434628975265
315,"1q33","GLC",10,"P",0,283,0
315,"1q33","GLC",10,"S",1,283,0.00353356890459364
316,"1rmg","GLC",10,"C",95,151,0.629139072847682
316,"1rmg","GLC",10,"N",28,151,0.185430463576159
316,"1rmg","GLC",10,"O",28,151,0.185430463576159
316,"1rmg","GLC",10,"P",0,151,0
316,"1rmg","GLC",10,"S",0,151,0
317,"1s5m","GLC",10,"C",221,366,0.603825136612022
317,"1s5m","GLC",10,"N",70,366,0.191256830601093
317,"1s5m","GLC",10,"O",73,366,0.199453551912568
317,"1s5m","GLC",10,"P",0,366,0
317,"1s5m","GLC",10,"S",2,366,0.00546448087431694
318,"1tyw","GLC",10,"C",129,200,0.645
318,"1tyw","GLC",10,"N",33,200,0.165
318,"1tyw","GLC",10,"O",38,200,0.19
318,"1tyw","GLC",10,"P",0,200,0
318,"1tyw","GLC",10,"S",0,200,0
319,"1u2s","GLC",10,"C",177,302,0.586092715231788
319,"1u2s","GLC",10,"N",57,302,0.188741721854305
319,"1u2s","GLC",10,"O",68,302,0.225165562913907
319,"1u2s","GLC",10,"P",0,302,0
319,"1u2s","GLC",10,"S",0,302,0
320,"1ulc","GLC",10,"C",70,115,0.608695652173913
320,"1ulc","GLC",10,"N",24,115,0.208695652173913
320,"1ulc","GLC",10,"O",21,115,0.182608695652174
320,"1ulc","GLC",10,"P",0,115,0
320,"1ulc","GLC",10,"S",0,115,0
321,"1uoz","GLC",10,"C",189,302,0.625827814569536
321,"1uoz","GLC",10,"N",52,302,0.172185430463576
321,"1uoz","GLC",10,"O",55,302,0.182119205298013
321,"1uoz","GLC",10,"P",0,302,0
321,"1uoz","GLC",10,"S",6,302,0.0198675496688742
322,"1v2b","GLC",10,"C",145,224,0.647321428571429
322,"1v2b","GLC",10,"N",37,224,0.165178571428571
322,"1v2b","GLC",10,"O",42,224,0.1875
322,"1v2b","GLC",10,"P",0,224,0
322,"1v2b","GLC",10,"S",0,224,0
323,"1w9w","GLC",10,"C",130,207,0.628019323671498
323,"1w9w","GLC",10,"N",35,207,0.169082125603865
323,"1w9w","GLC",10,"O",41,207,0.198067632850242
323,"1w9w","GLC",10,"P",0,207,0
323,"1w9w","GLC",10,"S",1,207,0.00483091787439614
324,"1woq","GLC",10,"C",177,291,0.608247422680412
324,"1woq","GLC",10,"N",53,291,0.18213058419244
324,"1woq","GLC",10,"O",61,291,0.209621993127148
324,"1woq","GLC",10,"P",0,291,0
324,"1woq","GLC",10,"S",0,291,0
325,"1ww4","GLC",10,"C",83,137,0.605839416058394
325,"1ww4","GLC",10,"N",31,137,0.226277372262774
325,"1ww4","GLC",10,"O",23,137,0.167883211678832
325,"1ww4","GLC",10,"P",0,137,0
325,"1ww4","GLC",10,"S",0,137,0
326,"1yw1","GLC",10,"C",130,202,0.643564356435644
326,"1yw1","GLC",10,"N",41,202,0.202970297029703
326,"1yw1","GLC",10,"O",31,202,0.153465346534653
326,"1yw1","GLC",10,"P",0,202,0
326,"1yw1","GLC",10,"S",0,202,0
327,"1zm1","GLC",10,"C",116,185,0.627027027027027
327,"1zm1","GLC",10,"N",31,185,0.167567567567568
327,"1zm1","GLC",10,"O",38,185,0.205405405405405
327,"1zm1","GLC",10,"P",0,185,0
327,"1zm1","GLC",10,"S",0,185,0
328,"2a0z","GLC",10,"C",51,83,0.614457831325301
328,"2a0z","GLC",10,"N",16,83,0.192771084337349
328,"2a0z","GLC",10,"O",16,83,0.192771084337349
328,"2a0z","GLC",10,"P",0,83,0
328,"2a0z","GLC",10,"S",0,83,0
