"channel","threshold","binding_site_index","ligand_group","smooth_value","mean_value","sd_value"
"c12",18.3,24,"AMP",1.9370578735321,-0.370772572527016,2.94963519145013
"c12",18.3,11,"AMP",-2.04947844376519,-0.370772572527016,2.94963519145013
"c12",18.3,47,"AMP",0.551171468934542,-0.370772572527016,2.94963519145013
"c12",18.3,52,"AMP",0.569223467714013,-0.370772572527016,2.94963519145013
"c12",18.3,30,"AMP",0.677585186430835,-0.370772572527016,2.94963519145013
"c12",18.3,35,"AMP",1.32817197944734,-0.370772572527016,2.94963519145013
"c12",18.4,32,"AMP",-5.47126350536688,-0.364416032351328,2.97284052222082
"c12",18.4,31,"AMP",-2.55227338353185,-0.364416032351328,2.97284052222082
"c12",18.4,39,"AMP",3.03878917092021,-0.364416032351328,2.97284052222082
"c12",18.4,37,"AMP",3.84171264290302,-0.364416032351328,2.97284052222082
"c12",18.4,59,"AMP",-3.87973333632042,-0.364416032351328,2.97284052222082
"c12",18.4,55,"AMP",3.16189249634204,-0.364416032351328,2.97284052222082
"c12",18.4,29,"AMP",3.65442242463856,-0.364416032351328,2.97284052222082
"c12",18.4,4,"AMP",-3.03330286601421,-0.364416032351328,2.97284052222082
"c12",18.4,17,"AMP",-0.0594330721124672,-0.364416032351328,2.97284052222082
"c12",18.4,50,"AMP",-2.28329348456569,-0.364416032351328,2.97284052222082
"c12",18.4,28,"AMP",-1.21116553428912,-0.364416032351328,2.97284052222082
"c12",18.4,13,"AMP",-4.01407085445935,-0.364416032351328,2.97284052222082
"c12",18.4,5,"AMP",-4.22750705904439,-0.364416032351328,2.97284052222082
"c12",18.4,49,"AMP",-3.91217201057529,-0.364416032351328,2.97284052222082
"c12",18.4,44,"AMP",-7.67221275732212,-0.364416032351328,2.97284052222082
"c12",18.4,23,"AMP",-0.940256162146984,-0.364416032351328,2.97284052222082
"c12",18.4,33,"AMP",1.44097031161935,-0.364416032351328,2.97284052222082
"c12",18.4,6,"AMP",2.77643656659286,-0.364416032351328,2.97284052222082
"c12",18.4,54,"AMP",5.78992335006564,-0.364416032351328,2.97284052222082
"c12",18.4,7,"AMP",1.92162970611984,-0.364416032351328,2.97284052222082
"c12",18.4,34,"AMP",-5.62376806165795,-0.364416032351328,2.97284052222082
"c12",18.4,45,"AMP",-2.30413460740312,-0.364416032351328,2.97284052222082
"c12",18.4,16,"AMP",-0.909931810291238,-0.364416032351328,2.97284052222082
"c12",18.4,22,"AMP",0.253792525981341,-0.364416032351328,2.97284052222082
"c12",18.4,43,"AMP",5.44859676223822,-0.364416032351328,2.97284052222082
"c12",18.4,58,"AMP",-7.02581937652435,-0.364416032351328,2.97284052222082
"c12",18.4,3,"AMP",0.817445530348398,-0.364416032351328,2.97284052222082
"c12",18.4,56,"AMP",-3.43095513637499,-0.364416032351328,2.97284052222082
"c12",18.4,26,"AMP",0.369139713362976,-0.364416032351328,2.97284052222082
"c12",18.4,47,"AMP",0.530001592747984,-0.364416032351328,2.97284052222082
"c12",18.4,27,"AMP",0.688700543789687,-0.364416032351328,2.97284052222082
"c12",18.4,57,"AMP",-5.08509254936116,-0.364416032351328,2.97284052222082
"c12",18.4,12,"AMP",-1.73717259736153,-0.364416032351328,2.97284052222082
"c12",18.4,60,"AMP",0.651743357881954,-0.364416032351328,2.97284052222082
"c12",18.4,1,"AMP",0.424019237634358,-0.364416032351328,2.97284052222082
"c12",18.4,10,"AMP",1.40237648780434,-0.364416032351328,2.97284052222082
"c12",18.4,25,"AMP",-1.77929674586445,-0.364416032351328,2.97284052222082
"c12",18.4,19,"AMP",0.0313314838942777,-0.364416032351328,2.97284052222082
"c12",18.4,14,"AMP",-0.624123465969203,-0.364416032351328,2.97284052222082
"c12",18.4,41,"AMP",0.488205473004958,-0.364416032351328,2.97284052222082
"c12",18.4,53,"AMP",-0.702715415251627,-0.364416032351328,2.97284052222082
"c12",18.4,11,"AMP",-2.08450333505961,-0.364416032351328,2.97284052222082
"c12",18.4,48,"AMP",3.31070807350728,-0.364416032351328,2.97284052222082
"c12",18.4,36,"AMP",0.400454625891742,-0.364416032351328,2.97284052222082
"c12",18.4,42,"AMP",5.40187142913646,-0.364416032351328,2.97284052222082
"c12",18.4,46,"AMP",-1.85861268366234,-0.364416032351328,2.97284052222082
"c12",18.4,20,"AMP",-1.45534154405947,-0.364416032351328,2.97284052222082
"c12",18.4,40,"AMP",1.35231190928365,-0.364416032351328,2.97284052222082
"c12",18.4,35,"AMP",1.1543957468873,-0.364416032351328,2.97284052222082
"c12",18.4,38,"AMP",0.91100440714007,-0.364416032351328,2.97284052222082
"c12",18.4,8,"AMP",1.12552697187614,-0.364416032351328,2.97284052222082
"c12",18.4,52,"AMP",0.545613562718202,-0.364416032351328,2.97284052222082
"c12",18.4,2,"AMP",2.57497391480217,-0.364416032351328,2.97284052222082
"c12",18.4,18,"AMP",1.72850982162747,-0.364416032351328,2.97284052222082
"c12",18.4,15,"AMP",-1.77871787035781,-0.364416032351328,2.97284052222082
"c12",18.4,51,"AMP",1.28096936494853,-0.364416032351328,2.97284052222082
"c12",18.4,24,"AMP",2.05548286223152,-0.364416032351328,2.97284052222082
"c12",18.4,21,"AMP",-1.48708027052479,-0.364416032351328,2.97284052222082
"c12",18.4,9,"AMP",-3.95181913652772,-0.364416032351328,2.97284052222082
"c12",18.4,30,"AMP",0.657854622979916,-0.364416032351328,2.97284052222082
"c12",18.5,39,"AMP",2.94302395121263,-0.355290227028421,2.9914562885024
"c12",18.5,45,"AMP",-2.3399385067379,-0.355290227028421,2.9914562885024
"c12",18.5,28,"AMP",-1.20700424252981,-0.355290227028421,2.9914562885024
"c12",18.5,50,"AMP",-2.31227061387875,-0.355290227028421,2.9914562885024
"c12",18.5,13,"AMP",-4.14136963434516,-0.355290227028421,2.9914562885024
"c12",18.5,34,"AMP",-5.71123361146296,-0.355290227028421,2.9914562885024
"c12",18.5,18,"AMP",1.68268984184064,-0.355290227028421,2.9914562885024
"c12",18.5,49,"AMP",-3.86814137078998,-0.355290227028421,2.9914562885024
"c12",18.5,19,"AMP",0.107117546851653,-0.355290227028421,2.9914562885024
"c12",18.5,52,"AMP",0.506524172085145,-0.355290227028421,2.9914562885024
"c12",18.5,55,"AMP",3.12587815798641,-0.355290227028421,2.9914562885024
"c12",18.5,59,"AMP",-3.99377307856443,-0.355290227028421,2.9914562885024
"c12",18.5,44,"AMP",-7.61502891629601,-0.355290227028421,2.9914562885024
"c12",18.5,3,"AMP",0.88838137995084,-0.355290227028421,2.9914562885024
"c12",18.5,60,"AMP",0.806145818834668,-0.355290227028421,2.9914562885024
"c12",18.5,15,"AMP",-1.58526434123346,-0.355290227028421,2.9914562885024
"c12",18.5,4,"AMP",-3.02161704768532,-0.355290227028421,2.9914562885024
"c12",18.5,22,"AMP",0.332129762122874,-0.355290227028421,2.9914562885024
"c12",18.5,31,"AMP",-2.45646429548569,-0.355290227028421,2.9914562885024
"c12",18.5,58,"AMP",-7.05226197286856,-0.355290227028421,2.9914562885024
"c12",18.5,17,"AMP",0.0325484961181754,-0.355290227028421,2.9914562885024
"c12",18.5,56,"AMP",-3.38434767653934,-0.355290227028421,2.9914562885024
"c12",18.5,29,"AMP",3.70663830183202,-0.355290227028421,2.9914562885024
"c12",18.5,14,"AMP",-0.591135071755571,-0.355290227028421,2.9914562885024
"c12",18.5,36,"AMP",0.431128531121354,-0.355290227028421,2.9914562885024
"c12",18.5,54,"AMP",5.83362350157294,-0.355290227028421,2.9914562885024
"c12",18.5,57,"AMP",-5.18091554075521,-0.355290227028421,2.9914562885024
"c12",18.5,12,"AMP",-1.75556925492393,-0.355290227028421,2.9914562885024
"c12",18.5,40,"AMP",1.39697896376039,-0.355290227028421,2.9914562885024
"c12",18.5,7,"AMP",1.98371872815032,-0.355290227028421,2.9914562885024
"c12",18.5,16,"AMP",-0.966469482500924,-0.355290227028421,2.9914562885024
"c12",18.5,43,"AMP",5.38137643762635,-0.355290227028421,2.9914562885024
"c12",18.5,32,"AMP",-5.45532176472947,-0.355290227028421,2.9914562885024
"c12",18.5,41,"AMP",0.433396132699161,-0.355290227028421,2.9914562885024
"c12",18.5,53,"AMP",-0.733592654852616,-0.355290227028421,2.9914562885024
"c12",18.5,23,"AMP",-0.892107570016923,-0.355290227028421,2.9914562885024
"c12",18.5,47,"AMP",0.544480153434284,-0.355290227028421,2.9914562885024
"c12",18.5,6,"AMP",2.8524480650086,-0.355290227028421,2.9914562885024
"c12",18.5,33,"AMP",1.56793363722249,-0.355290227028421,2.9914562885024
"c12",18.5,27,"AMP",0.703202851187928,-0.355290227028421,2.9914562885024
"c12",18.5,51,"AMP",1.27516709764397,-0.355290227028421,2.9914562885024
"c12",18.5,24,"AMP",2.15769535486321,-0.355290227028421,2.9914562885024
"c12",18.5,37,"AMP",3.83054195521783,-0.355290227028421,2.9914562885024
"c12",18.5,10,"AMP",1.22565446791195,-0.355290227028421,2.9914562885024
"c12",18.5,46,"AMP",-1.79034923501953,-0.355290227028421,2.9914562885024
"c12",18.5,25,"AMP",-1.824849687511,-0.355290227028421,2.9914562885024
"c12",18.5,35,"AMP",0.954534732642682,-0.355290227028421,2.9914562885024
"c12",18.5,5,"AMP",-4.0746427936409,-0.355290227028421,2.9914562885024
"c12",18.5,26,"AMP",0.303603341595741,-0.355290227028421,2.9914562885024
"c12",18.5,38,"AMP",0.994740084907174,-0.355290227028421,2.9914562885024
"c12",18.5,20,"AMP",-1.4153352838391,-0.355290227028421,2.9914562885024
"c12",18.5,9,"AMP",-4.3011435782192,-0.355290227028421,2.9914562885024
"c12",18.5,42,"AMP",5.54866166719484,-0.355290227028421,2.9914562885024
"c12",18.5,30,"AMP",0.620045101330278,-0.355290227028421,2.9914562885024
"c12",18.5,48,"AMP",3.4677374968055,-0.355290227028421,2.9914562885024
"c12",18.5,21,"AMP",-1.41421717310398,-0.355290227028421,2.9914562885024
"c12",18.5,8,"AMP",1.02481323520113,-0.355290227028421,2.9914562885024
"c12",18.5,11,"AMP",-2.09216625643831,-0.355290227028421,2.9914562885024
"c12",18.5,1,"AMP",0.560517672183348,-0.355290227028421,2.9914562885024
"c12",18.5,2,"AMP",2.63604039590221,-0.355290227028421,2.9914562885024
"c12",18.6,49,"AMP",-3.80093379089364,-0.34405834961792,3.00673776170212
"c12",18.6,28,"AMP",-1.19985049811503,-0.34405834961792,3.00673776170212
"c12",18.6,44,"AMP",-7.52855315863387,-0.34405834961792,3.00673776170212
"c12",18.6,39,"AMP",2.82515686846901,-0.34405834961792,3.00673776170212
"c12",18.6,37,"AMP",3.82215858861508,-0.34405834961792,3.00673776170212
"c12",18.6,9,"AMP",-4.64515956533418,-0.34405834961792,3.00673776170212
"c12",18.6,54,"AMP",5.86435024519906,-0.34405834961792,3.00673776170212
"c12",18.6,57,"AMP",-5.28679054122479,-0.34405834961792,3.00673776170212
"c12",18.6,55,"AMP",3.09022586690119,-0.34405834961792,3.00673776170212
"c12",18.6,13,"AMP",-4.23203396364003,-0.34405834961792,3.00673776170212
"c12",18.6,10,"AMP",0.997300532178807,-0.34405834961792,3.00673776170212
"c12",18.6,43,"AMP",5.29954751166117,-0.34405834961792,3.00673776170212
"c12",18.6,25,"AMP",-1.8658665698229,-0.34405834961792,3.00673776170212
"c12",18.6,14,"AMP",-0.594462709098821,-0.34405834961792,3.00673776170212
"c12",18.6,41,"AMP",0.351157298451287,-0.34405834961792,3.00673776170212
"c12",18.6,56,"AMP",-3.35485113095393,-0.34405834961792,3.00673776170212
"c12",18.6,23,"AMP",-0.84301991720874,-0.34405834961792,3.00673776170212
"c12",18.6,36,"AMP",0.463462021892622,-0.34405834961792,3.00673776170212
"c12",18.6,3,"AMP",0.993192929381373,-0.34405834961792,3.00673776170212
"c12",18.6,18,"AMP",1.62579346950361,-0.34405834961792,3.00673776170212
"c12",18.6,27,"AMP",0.735406297770082,-0.34405834961792,3.00673776170212
"c12",18.6,45,"AMP",-2.39604255423045,-0.34405834961792,3.00673776170212
"c12",18.6,34,"AMP",-5.8077014406897,-0.34405834961792,3.00673776170212
"c12",18.6,4,"AMP",-3.03236317450992,-0.34405834961792,3.00673776170212
"c12",18.6,19,"AMP",0.164463976660227,-0.34405834961792,3.00673776170212
"c12",18.6,60,"AMP",0.967357801916067,-0.34405834961792,3.00673776170212
"c12",18.6,1,"AMP",0.704861904144825,-0.34405834961792,3.00673776170212
"c12",18.6,35,"AMP",0.759122235211924,-0.34405834961792,3.00673776170212
"c12",18.6,53,"AMP",-0.741343274101991,-0.34405834961792,3.00673776170212
"c12",18.6,26,"AMP",0.261811831311178,-0.34405834961792,3.00673776170212
"c12",18.6,29,"AMP",3.72589947887528,-0.34405834961792,3.00673776170212
"c12",18.6,38,"AMP",1.06962328919982,-0.34405834961792,3.00673776170212
"c12",18.6,33,"AMP",1.67293682580441,-0.34405834961792,3.00673776170212
"c12",18.6,42,"AMP",5.70775099261239,-0.34405834961792,3.00673776170212
"c12",18.6,48,"AMP",3.60933650098215,-0.34405834961792,3.00673776170212
"c12",18.6,24,"AMP",2.24497925952892,-0.34405834961792,3.00673776170212
"c12",18.6,7,"AMP",2.0621117083893,-0.34405834961792,3.00673776170212
"c12",18.6,22,"AMP",0.417599705934137,-0.34405834961792,3.00673776170212
"c12",18.6,47,"AMP",0.589216382343489,-0.34405834961792,3.00673776170212
"c12",18.6,20,"AMP",-1.38446757058555,-0.34405834961792,3.00673776170212
"c12",18.6,32,"AMP",-5.41579622735185,-0.34405834961792,3.00673776170212
"c12",18.6,5,"AMP",-3.93670831237476,-0.34405834961792,3.00673776170212
"c12",18.6,6,"AMP",2.94556714817929,-0.34405834961792,3.00673776170212
"c12",18.6,15,"AMP",-1.37359488862954,-0.34405834961792,3.00673776170212
"c12",18.6,50,"AMP",-2.33608514991552,-0.34405834961792,3.00673776170212
"c12",18.6,59,"AMP",-4.05994538236609,-0.34405834961792,3.00673776170212
"c12",18.6,46,"AMP",-1.72592664634702,-0.34405834961792,3.00673776170212
"c12",18.6,31,"AMP",-2.3280866463033,-0.34405834961792,3.00673776170212
"c12",18.6,21,"AMP",-1.30521493267169,-0.34405834961792,3.00673776170212
"c12",18.6,40,"AMP",1.47840629661132,-0.34405834961792,3.00673776170212
"c12",18.6,8,"AMP",0.896198020806614,-0.34405834961792,3.00673776170212
"c12",18.6,12,"AMP",-1.77653280572474,-0.34405834961792,3.00673776170212
"c12",18.6,58,"AMP",-7.05926476450914,-0.34405834961792,3.00673776170212
"c12",18.6,51,"AMP",1.26904572690702,-0.34405834961792,3.00673776170212
"c12",18.6,52,"AMP",0.457359832230661,-0.34405834961792,3.00673776170212
"c12",18.6,11,"AMP",-2.0829955242541,-0.34405834961792,3.00673776170212
"c12",18.6,30,"AMP",0.573606666874011,-0.34405834961792,3.00673776170212
"c12",18.6,17,"AMP",0.16083492168308,-0.34405834961792,3.00673776170212
"c12",18.6,2,"AMP",2.67268170523102,-0.34405834961792,3.00673776170212
"c12",18.6,16,"AMP",-1.0084336790443,-0.34405834961792,3.00673776170212
"c12",18.7,25,"AMP",-1.90821808343755,-0.331506158003168,3.01970668207862
"c12",18.7,10,"AMP",0.736386288634266,-0.331506158003168,3.01970668207862
"c12",18.7,46,"AMP",-1.66124580268013,-0.331506158003168,3.01970668207862
"c12",18.7,35,"AMP",0.600876882112259,-0.331506158003168,3.01970668207862
"c12",18.7,9,"AMP",-4.97596186610806,-0.331506158003168,3.01970668207862
"c12",18.7,18,"AMP",1.55873302586934,-0.331506158003168,3.01970668207862
"c12",18.7,28,"AMP",-1.19431263895567,-0.331506158003168,3.01970668207862
"c12",18.7,41,"AMP",0.242807074452981,-0.331506158003168,3.01970668207862
"c12",18.7,4,"AMP",-3.0542294111903,-0.331506158003168,3.01970668207862
"c12",18.7,34,"AMP",-5.90495310146516,-0.331506158003168,3.01970668207862
"c12",18.7,49,"AMP",-3.73577560799367,-0.331506158003168,3.01970668207862
"c12",18.7,29,"AMP",3.72500716246263,-0.331506158003168,3.01970668207862
"c12",18.7,39,"AMP",2.69770102004751,-0.331506158003168,3.01970668207862
"c12",18.7,32,"AMP",-5.36185157327776,-0.331506158003168,3.01970668207862
"c12",18.7,27,"AMP",0.77636273339172,-0.331506158003168,3.01970668207862
"c12",18.7,33,"AMP",1.75911950617426,-0.331506158003168,3.01970668207862
"c12",18.7,40,"AMP",1.57476280655985,-0.331506158003168,3.01970668207862
"c12",18.7,6,"AMP",3.03898451647286,-0.331506158003168,3.01970668207862
"c12",18.7,60,"AMP",1.12527193954448,-0.331506158003168,3.01970668207862
"c12",18.7,19,"AMP",0.205295883458684,-0.331506158003168,3.01970668207862
"c12",18.7,37,"AMP",3.80635063747184,-0.331506158003168,3.01970668207862
"c12",18.7,7,"AMP",2.14942731958363,-0.331506158003168,3.01970668207862
"c12",18.7,31,"AMP",-2.18734888359329,-0.331506158003168,3.01970668207862
"c12",18.7,26,"AMP",0.232107132888934,-0.331506158003168,3.01970668207862
"c12",18.7,20,"AMP",-1.36099635281541,-0.331506158003168,3.01970668207862
"c12",18.7,50,"AMP",-2.35359624765307,-0.331506158003168,3.01970668207862
"c12",18.7,59,"AMP",-4.06184941717936,-0.331506158003168,3.01970668207862
"c12",18.7,56,"AMP",-3.33259772671251,-0.331506158003168,3.01970668207862
"c12",18.7,17,"AMP",0.309456586550762,-0.331506158003168,3.01970668207862
"c12",18.7,30,"AMP",0.529377430643247,-0.331506158003168,3.01970668207862
"c12",18.7,12,"AMP",-1.79588483938781,-0.331506158003168,3.01970668207862
"c12",18.7,45,"AMP",-2.45504060645156,-0.331506158003168,3.01970668207862
"c12",18.7,1,"AMP",0.845085290401412,-0.331506158003168,3.01970668207862
"c12",18.7,24,"AMP",2.31921327069363,-0.331506158003168,3.01970668207862
"c12",18.7,5,"AMP",-3.82046034485654,-0.331506158003168,3.01970668207862
"c12",18.7,55,"AMP",3.05673518657674,-0.331506158003168,3.01970668207862
"c12",18.7,58,"AMP",-7.04899109220202,-0.331506158003168,3.01970668207862
"c12",18.7,23,"AMP",-0.7897036063024,-0.331506158003168,3.01970668207862
"c12",18.7,47,"AMP",0.657222367594343,-0.331506158003168,3.01970668207862
"c12",18.7,3,"AMP",1.10978368288399,-0.331506158003168,3.01970668207862
"c12",18.7,14,"AMP",-0.623311364736972,-0.331506158003168,3.01970668207862
"c12",18.7,54,"AMP",5.88906167046314,-0.331506158003168,3.01970668207862
"c12",18.7,36,"AMP",0.497300597034872,-0.331506158003168,3.01970668207862
"c12",18.7,21,"AMP",-1.17035081421716,-0.331506158003168,3.01970668207862
"c12",18.7,57,"AMP",-5.39826731410055,-0.331506158003168,3.01970668207862
"c12",18.7,43,"AMP",5.21063703135433,-0.331506158003168,3.01970668207862
"c12",18.7,51,"AMP",1.27453587371555,-0.331506158003168,3.01970668207862
"c12",18.7,2,"AMP",2.69174808076913,-0.331506158003168,3.01970668207862
"c12",18.7,8,"AMP",0.756354644010391,-0.331506158003168,3.01970668207862
"c12",18.7,53,"AMP",-0.738128593977515,-0.331506158003168,3.01970668207862
"c12",18.7,22,"AMP",0.504927823736611,-0.331506158003168,3.01970668207862
"c12",18.7,42,"AMP",5.86727005447394,-0.331506158003168,3.01970668207862
"c12",18.7,38,"AMP",1.13298351124759,-0.331506158003168,3.01970668207862
"c12",18.7,48,"AMP",3.73430018389153,-0.331506158003168,3.01970668207862
"c12",18.7,11,"AMP",-2.0685597349103,-0.331506158003168,3.01970668207862
"c12",18.7,15,"AMP",-1.15485214187414,-0.331506158003168,3.01970668207862
"c12",18.7,16,"AMP",-1.04396760932546,-0.331506158003168,3.01970668207862
"c12",18.7,13,"AMP",-4.27922631926542,-0.331506158003168,3.01970668207862
"c12",18.7,44,"AMP",-7.43005178101639,-0.331506158003168,3.01970668207862
"c12",18.7,52,"AMP",0.404176180329691,-0.331506158003168,3.01970668207862
"c12",18.8,32,"AMP",-5.30265248255094,-0.318419410067508,3.03066600775583
"c12",18.8,37,"AMP",3.77290619616519,-0.318419410067508,3.03066600775583
"c12",18.8,9,"AMP",-5.28564524877629,-0.318419410067508,3.03066600775583
"c12",18.8,31,"AMP",-2.05445945496424,-0.318419410067508,3.03066600775583
"c12",18.8,36,"AMP",0.532489755377432,-0.318419410067508,3.03066600775583
"c12",18.8,35,"AMP",0.512517300860902,-0.318419410067508,3.03066600775583
"c12",18.8,34,"AMP",-5.99477014591631,-0.318419410067508,3.03066600775583
"c12",18.8,56,"AMP",-3.30771969090883,-0.318419410067508,3.03066600775583
"c12",18.8,60,"AMP",1.26978086413826,-0.318419410067508,3.03066600775583
"c12",18.8,33,"AMP",1.8296213071412,-0.318419410067508,3.03066600775583
"c12",18.8,4,"AMP",-3.07590392242874,-0.318419410067508,3.03066600775583
"c12",18.8,45,"AMP",-2.49952651997199,-0.318419410067508,3.03066600775583
"c12",18.8,7,"AMP",2.23828423448017,-0.318419410067508,3.03066600775583
"c12",18.8,48,"AMP",3.84142364338802,-0.318419410067508,3.03066600775583
"c12",18.8,10,"AMP",0.461983345307662,-0.318419410067508,3.03066600775583
"c12",18.8,55,"AMP",3.02720568050339,-0.318419410067508,3.03066600775583
"c12",18.8,28,"AMP",-1.1949990029626,-0.318419410067508,3.03066600775583
"c12",18.8,5,"AMP",-3.73265562069679,-0.318419410067508,3.03066600775583
"c12",18.8,2,"AMP",2.70008976049706,-0.318419410067508,3.03066600775583
"c12",18.8,6,"AMP",3.11589087025724,-0.318419410067508,3.03066600775583
"c12",18.8,14,"AMP",-0.666886025408045,-0.318419410067508,3.03066600775583
"c12",18.8,50,"AMP",-2.36366306206845,-0.318419410067508,3.03066600775583
"c12",18.8,29,"AMP",3.71676255928834,-0.318419410067508,3.03066600775583
"c12",18.8,18,"AMP",1.48242083219078,-0.318419410067508,3.03066600775583
"c12",18.8,57,"AMP",-5.51089562271317,-0.318419410067508,3.03066600775583
"c12",18.8,54,"AMP",5.91471586688431,-0.318419410067508,3.03066600775583
"c12",18.8,1,"AMP",0.969221187835755,-0.318419410067508,3.03066600775583
"c12",18.8,24,"AMP",2.38227608282233,-0.318419410067508,3.03066600775583
"c12",18.8,8,"AMP",0.621956420130245,-0.318419410067508,3.03066600775583
"c12",18.8,58,"AMP",-7.02360429670313,-0.318419410067508,3.03066600775583
"c12",18.8,19,"AMP",0.231538377385713,-0.318419410067508,3.03066600775583
"c12",18.8,40,"AMP",1.66421739232943,-0.318419410067508,3.03066600775583
"c12",18.8,59,"AMP",-3.98308435245819,-0.318419410067508,3.03066600775583
"c12",18.8,3,"AMP",1.21605714470269,-0.318419410067508,3.03066600775583
"c12",18.8,47,"AMP",0.741510197305593,-0.318419410067508,3.03066600775583
"c12",18.8,26,"AMP",0.202831196708646,-0.318419410067508,3.03066600775583
"c12",18.8,17,"AMP",0.462443872689758,-0.318419410067508,3.03066600775583
"c12",18.8,12,"AMP",-1.80944694553698,-0.318419410067508,3.03066600775583
"c12",18.8,30,"AMP",0.498195503670113,-0.318419410067508,3.03066600775583
"c12",18.8,27,"AMP",0.817124007908417,-0.318419410067508,3.03066600775583
"c12",18.8,51,"AMP",1.30356815904743,-0.318419410067508,3.03066600775583
"c12",18.8,46,"AMP",-1.59220758905415,-0.318419410067508,3.03066600775583
"c12",18.8,13,"AMP",-4.27610917814277,-0.318419410067508,3.03066600775583
"c12",18.8,49,"AMP",-3.69789315919744,-0.318419410067508,3.03066600775583
"c12",18.8,41,"AMP",0.109663564895873,-0.318419410067508,3.03066600775583
"c12",18.8,52,"AMP",0.353028853557167,-0.318419410067508,3.03066600775583
"c12",18.8,38,"AMP",1.18215024228009,-0.318419410067508,3.03066600775583
"c12",18.8,23,"AMP",-0.728869039877862,-0.318419410067508,3.03066600775583
"c12",18.8,21,"AMP",-1.01990208272962,-0.318419410067508,3.03066600775583
"c12",18.8,20,"AMP",-1.34317957904529,-0.318419410067508,3.03066600775583
"c12",18.8,39,"AMP",2.57316950330629,-0.318419410067508,3.03066600775583
"c12",18.8,43,"AMP",5.12217204371746,-0.318419410067508,3.03066600775583
"c12",18.8,22,"AMP",0.588839581851782,-0.318419410067508,3.03066600775583
"c12",18.8,15,"AMP",-0.940178730295327,-0.318419410067508,3.03066600775583
"c12",18.8,42,"AMP",6.01534950186435,-0.318419410067508,3.03066600775583
"c12",18.8,44,"AMP",-7.33679108012426,-0.318419410067508,3.03066600775583
"c12",18.8,53,"AMP",-0.736109935456954,-0.318419410067508,3.03066600775583
"c12",18.8,11,"AMP",-2.06042748481024,-0.318419410067508,3.03066600775583
"c12",18.8,16,"AMP",-1.08121448274853,-0.318419410067508,3.03066600775583
"c12",18.8,25,"AMP",-1.95777491899238,-0.318419410067508,3.03066600775583
"c12",18.9,4,"AMP",-3.08607487292752,-0.305583863694285,3.03936530743104
"c12",18.9,6,"AMP",3.15947690990037,-0.305583863694285,3.03936530743104
"c12",18.9,50,"AMP",-2.36514474813873,-0.305583863694285,3.03936530743104
"c12",18.9,37,"AMP",3.71161335907219,-0.305583863694285,3.03936530743104
"c12",18.9,5,"AMP",-3.68005086950609,-0.305583863694285,3.03936530743104
"c12",18.9,7,"AMP",2.32130112582578,-0.305583863694285,3.03936530743104
"c12",18.9,54,"AMP",5.94827092398171,-0.305583863694285,3.03936530743104
"c12",18.9,24,"AMP",2.43604639038001,-0.305583863694285,3.03936530743104
"c12",18.9,36,"AMP",0.56887499574963,-0.305583863694285,3.03936530743104
"c12",18.9,31,"AMP",-1.94962680802477,-0.305583863694285,3.03936530743104
"c12",18.9,28,"AMP",-1.20651792804669,-0.305583863694285,3.03936530743104
"c12",18.9,55,"AMP",3.0034369121715,-0.305583863694285,3.03936530743104
"c12",18.9,34,"AMP",-6.06893412617015,-0.305583863694285,3.03936530743104
"c12",18.9,8,"AMP",0.509676664483972,-0.305583863694285,3.03936530743104
"c12",18.9,59,"AMP",-3.80724935765655,-0.305583863694285,3.03936530743104
"c12",18.9,56,"AMP",-3.27034925063661,-0.305583863694285,3.03936530743104
"c12",18.9,9,"AMP",-5.56630448157429,-0.305583863694285,3.03936530743104
"c12",18.9,39,"AMP",2.46407541560351,-0.305583863694285,3.03936530743104
"c12",18.9,45,"AMP",-2.51209415136253,-0.305583863694285,3.03936530743104
"c12",18.9,30,"AMP",0.490898996986743,-0.305583863694285,3.03936530743104
"c12",18.9,57,"AMP",-5.6202252303933,-0.305583863694285,3.03936530743104
"c12",18.9,48,"AMP",3.92950197732594,-0.305583863694285,3.03936530743104
"c12",18.9,58,"AMP",-6.98526771876838,-0.305583863694285,3.03936530743104
"c12",18.9,49,"AMP",-3.71251278161235,-0.305583863694285,3.03936530743104
"c12",18.9,19,"AMP",0.245116568579999,-0.305583863694285,3.03936530743104
"c12",18.9,2,"AMP",2.70455698239533,-0.305583863694285,3.03936530743104
"c12",18.9,32,"AMP",-5.24736363521513,-0.305583863694285,3.03936530743104
"c12",18.9,14,"AMP",-0.714391677850058,-0.305583863694285,3.03936530743104
"c12",18.9,41,"AMP",-0.0469551260283943,-0.305583863694285,3.03936530743104
"c12",18.9,29,"AMP",3.7139668760467,-0.305583863694285,3.03936530743104
"c12",18.9,17,"AMP",0.603827162068587,-0.305583863694285,3.03936530743104
"c12",18.9,44,"AMP",-7.26603735263816,-0.305583863694285,3.03936530743104
"c12",18.9,18,"AMP",1.39776920972087,-0.305583863694285,3.03936530743104
"c12",18.9,1,"AMP",1.06530295333048,-0.305583863694285,3.03936530743104
"c12",18.9,51,"AMP",1.36807320388054,-0.305583863694285,3.03936530743104
"c12",18.9,10,"AMP",0.193163310228352,-0.305583863694285,3.03936530743104
"c12",18.9,46,"AMP",-1.51471289050437,-0.305583863694285,3.03936530743104
"c12",18.9,22,"AMP",0.664060446601133,-0.305583863694285,3.03936530743104
"c12",18.9,23,"AMP",-0.657226620515089,-0.305583863694285,3.03936530743104
