"site_index","site_id","label","threshold","total_atoms","n_non_CON","pct_non_CON","elements_non_CON_present"
501,"1lw7","NAD",10,565,1,0.176991150442478,"S"
502,"1mew","NAD",10,394,3,0.761421319796954,"S"
503,"1mi3","NAD",10,591,2,0.338409475465313,"S"
504,"1muu","NAD",10,411,3,0.72992700729927,"S"
505,"1mx3","NAD",10,535,2,0.373831775700935,"S"
506,"1nfb","NAD",10,370,6,1.62162162162162,"S"
507,"1nvm","NAD",10,590,8,1.35593220338983,"S"
508,"1nxg","NAD",10,333,3,0.900900900900901,"S"
509,"1o04","NAD",10,582,5,0.859106529209622,"S"
510,"1o9b","NAD",10,439,1,0.227790432801822,"S"
511,"1obb","NAD",10,480,3,0.625,"S"
512,"1og3","NAD",10,503,1,0.198807157057654,"S"
513,"1omo","NAD",10,524,2,0.381679389312977,"S"
514,"1orr","NAD",10,637,4,0.627943485086342,"S"
515,"1p9l","NAD",10,486,1,0.205761316872428,"S"
516,"1pjc","NAD",10,508,3,0.590551181102362,"S"
517,"1pjs","NAD",10,282,0,0,""
518,"1qax","NAD",10,358,4,1.11731843575419,"S"
519,"1qrr","NAD",10,669,5,0.747384155455904,"S"
520,"1r37","NAD",10,625,3,0.48,"S"
521,"1rkx","NAD",10,589,2,0.33955857385399,"S"
522,"1rlz","NAD",10,427,0,0,""
523,"1s20","NAD",10,404,1,0.247524752475248,"S"
524,"1s7g","NAD",10,400,0,0,""
525,"1sb8","NAD",10,623,3,0.481540930979133,"S"
526,"1t2d","NAD",10,579,7,1.20898100172712,"S"
527,"1tox","NAD",10,420,0,0,""
528,"1u8x","NAD",10,586,1,0.170648464163823,"S"
529,"1wdk","NAD",10,460,3,0.652173913043478,"S"
530,"1xcb","NAD",10,366,1,0.273224043715847,"S"
531,"1z0z","NAD",10,363,0,0,""
532,"2a5f","NAD",10,479,2,0.417536534446764,"S"
533,"2b69","NAD",10,619,0,0,""
534,"2c54","NAD",10,515,7,1.35922330097087,"S"
535,"2czc","NAD",10,528,1,0.189393939393939,"S"
536,"2d8a","NAD",10,480,1,0.208333333333333,"S"
537,"2fkn","NAD",10,732,3,0.40983606557377,"S"
538,"2g5c","NAD",10,481,0,0,""
539,"2gdz","NAD",10,559,4,0.715563506261181,"S"
540,"2gru","NAD",10,551,0,0,""
541,"2gwl","NAD",10,491,2,0.407331975560081,"S"
542,"2i9p","NAD",10,510,6,1.17647058823529,"S"
543,"2ixa","NAD",10,600,4,0.666666666666667,"S"
544,"2izz","NAD",10,471,4,0.849256900212314,"S"
545,"2nad","NAD",10,616,5,0.811688311688312,"S"
546,"2npx","NAD",10,463,2,0.431965442764579,"S"
547,"2o4c","NAD",10,561,3,0.53475935828877,"S"
548,"2ph5","NAD",10,547,1,0.182815356489945,"S"
549,"2pla","NAD",10,535,3,0.560747663551402,"S"
550,"2pv7","NAD",10,461,0,0,""
551,"2q3e","NAD",10,540,4,0.740740740740741,"S"
552,"2x06","NAD",10,508,2,0.393700787401575,"S"
553,"3cin","NAD",10,641,3,0.46801872074883,"S"
554,"117e","PO4",10,228,0,0,""
555,"1a2y","PO4",10,82,1,1.21951219512195,"S"
556,"1a40","PO4",10,290,0,0,""
557,"1a6q","PO4",10,192,1,0.520833333333333,"S"
558,"1a9x","PO4",10,93,0,0,""
559,"1ag1","PO4",10,217,1,0.460829493087558,"S"
560,"1aka","PO4",10,210,0,0,""
561,"1alh","PO4",10,225,0,0,""
562,"1an5","PO4",10,156,1,0.641025641025641,"S"
563,"1aqz","PO4",10,196,0,0,""
564,"1as2","PO4",10,183,1,0.546448087431694,"S"
565,"1ass","PO4",10,116,1,0.862068965517241,"S"
566,"1atr","PO4",10,246,0,0,""
567,"1avq","PO4",10,250,1,0.4,"S"
568,"1b49","PO4",10,153,2,1.30718954248366,"S"
569,"1b4s","PO4",10,241,0,0,""
570,"1b8o","PO4",10,281,3,1.06761565836299,"S"
571,"1bd3","PO4",10,104,2,1.92307692307692,"S"
572,"1bff","PO4",10,144,1,0.694444444444444,"S"
573,"1bih","PO4",10,147,1,0.680272108843537,"S"
574,"1bjw","PO4",10,191,0,0,""
575,"1bpd","PO4",10,137,1,0.72992700729927,"S"
576,"1bpi","PO4",10,113,2,1.76991150442478,"S"
577,"1brl","PO4",10,160,3,1.875,"S"
578,"1brw","PO4",10,251,1,0.398406374501992,"S"
579,"1bsj","PO4",10,147,1,0.680272108843537,"S"
580,"1bxi","PO4",10,197,0,0,""
581,"1bzq","PO4",10,175,1,0.571428571428571,"S"
582,"1c1s","PO4",10,130,0,0,""
583,"1c8x","PO4",10,236,0,0,""
584,"1c8z","PO4",10,204,1,0.490196078431373,"S"
585,"1c9k","PO4",10,159,1,0.628930817610063,"S"
586,"1cbf","PO4",10,102,1,0.980392156862745,"S"
587,"1cdd","PO4",10,201,1,0.497512437810945,"S"
588,"1cdt","PO4",10,148,5,3.37837837837838,"S"
589,"1cle","PO4",10,213,0,0,""
590,"1cmb","PO4",10,108,1,0.925925925925926,"S"
591,"1cqj","PO4",10,156,1,0.641025641025641,"S"
592,"1crk","PO4",10,179,1,0.558659217877095,"S"
593,"1crx","PO4",10,171,0,0,""
594,"1cu1","PO4",10,185,1,0.540540540540541,"S"
595,"1cy1","PO4",10,126,1,0.793650793650794,"S"
596,"1d0i","PO4",10,264,0,0,""
597,"1d0s","PO4",10,242,1,0.413223140495868,"S"
598,"1d1q","PO4",10,272,3,1.10294117647059,"S"
599,"1d9v","PO4",10,194,0,0,""
600,"1dak","PO4",10,160,2,1.25,"S"
601,"1dgr","PO4",10,163,1,0.613496932515337,"S"
602,"1di0","PO4",10,179,0,0,""
603,"1dk4","PO4",10,257,1,0.389105058365759,"S"
604,"1dks","PO4",10,149,0,0,""
605,"1dpg","PO4",10,207,2,0.966183574879227,"S"
606,"1dxe","PO4",10,232,0,0,""
607,"1e04","PO4",10,128,0,0,""
608,"1e1q","PO4",10,139,1,0.719424460431655,"S"
609,"1e3j","PO4",10,197,3,1.52284263959391,"S"
610,"1e6c","PO4",10,155,3,1.93548387096774,"S"
611,"1e9g","PO4",10,241,0,0,""
612,"1ejd","PO4",10,227,1,0.440528634361233,"S"
613,"1eu3","PO4",10,103,0,0,""
614,"1euc","PO4",10,164,1,0.609756097560976,"S"
615,"1ew2","PO4",10,269,0,0,""
616,"1ex2","PO4",10,191,0,0,""
617,"1eyv","PO4",10,141,0,0,""
618,"1f0i","PO4",10,278,0,0,""
619,"1f2f","PO4",10,176,1,0.568181818181818,"S"
620,"1fb8","PO4",10,161,0,0,""
621,"1fbt","PO4",10,245,2,0.816326530612245,"S"
622,"1fik","PO4",10,123,0,0,""
623,"1fwn","PO4",10,155,2,1.29032258064516,"S"
624,"1fxx","PO4",10,157,0,0,""
625,"1g19","PO4",10,181,0,0,""
626,"1gk0","PO4",10,211,0,0,""
627,"1glf","PO4",10,65,0,0,""
628,"1go7","PO4",10,224,1,0.446428571428571,"S"
629,"1gpm","PO4",10,152,1,0.657894736842105,"S"
630,"1gs4","PO4",10,123,0,0,""
631,"1gyp","PO4",10,236,3,1.27118644067797,"S"
632,"1h2e","PO4",10,301,2,0.664451827242525,"S"
633,"1h53","PO4",10,175,0,0,""
634,"1h54","PO4",10,238,0,0,""
635,"1h6l","PO4",10,206,0,0,""
636,"1h7b","PO4",10,187,3,1.60427807486631,"S"
637,"1h9j","PO4",10,127,0,0,""
638,"1hkq","PO4",10,49,0,0,""
639,"1hn9","PO4",10,100,1,1,"S"
640,"1ho4","PO4",10,244,0,0,""
641,"1ho5","PO4",10,241,0,0,""
642,"1hq0","PO4",10,109,0,0,""
643,"1hru","PO4",10,97,0,0,""
644,"1ia1","PO4",10,182,2,1.0989010989011,"S"
645,"1ie7","PO4",10,264,3,1.13636363636364,"S"
646,"1igs","PO4",10,237,1,0.421940928270042,"S"
647,"1ii7","PO4",10,211,0,0,""
648,"1imd","PO4",10,252,0,0,""
649,"1iug","PO4",10,89,0,0,""
650,"1j70","PO4",10,264,3,1.13636363636364,"S"
651,"1jcm","PO4",10,116,0,0,""
652,"1jds","PO4",10,210,2,0.952380952380952,"S"
653,"1jft","PO4",10,142,0,0,""
654,"1jhg","PO4",10,114,1,0.87719298245614,"S"
655,"1js1","PO4",10,164,2,1.21951219512195,"S"
656,"1jwh","PO4",10,97,0,0,""
657,"1jxz","PO4",10,188,1,0.531914893617021,"S"
658,"1k0g","PO4",10,272,2,0.735294117647059,"S"
659,"1k27","PO4",10,260,3,1.15384615384615,"S"
660,"1k3s","PO4",10,91,0,0,""
661,"1k9s","PO4",10,252,7,2.77777777777778,"S"
662,"1kv8","PO4",10,238,0,0,""
663,"1kxj","PO4",10,255,2,0.784313725490196,"S"
664,"1kyv","PO4",10,100,1,1,"S"
665,"1l3p","PO4",10,132,0,0,""
666,"1l5w","PO4",10,237,2,0.843881856540084,"S"
667,"1l7m","PO4",10,287,0,0,""
668,"1l8o","PO4",10,246,1,0.40650406504065,"S"
669,"1lby","PO4",10,247,0,0,""
670,"1lc0","PO4",10,168,1,0.595238095238095,"S"
671,"1lkc","PO4",10,197,2,1.01522842639594,"S"
672,"1lqk","PO4",10,197,1,0.50761421319797,"S"
673,"1lw3","PO4",10,265,1,0.377358490566038,"S"
674,"1lyv","PO4",10,274,2,0.72992700729927,"S"
675,"1m1f","PO4",10,103,0,0,""
676,"1m32","PO4",10,144,0,0,""
677,"1maa","PO4",10,165,1,0.606060606060606,"S"
678,"1mec","PO4",10,159,0,0,""
679,"1mh9","PO4",10,250,3,1.2,"S"
680,"1mky","PO4",10,167,1,0.598802395209581,"S"
681,"1mpu","PO4",10,123,0,0,""
682,"1mq4","PO4",10,178,3,1.68539325842697,"S"
683,"1mzh","PO4",10,183,1,0.546448087431694,"S"
684,"1nd6","PO4",10,265,1,0.377358490566038,"S"
685,"1nel","PO4",10,259,0,0,""
686,"1nep","PO4",10,130,2,1.53846153846154,"S"
687,"1npl","PO4",10,90,0,0,""
688,"1nrw","PO4",10,285,0,0,""
689,"1nsj","PO4",10,227,1,0.440528634361233,"S"
690,"1nx6","PO4",10,206,2,0.970873786407767,"S"
691,"1ny5","PO4",10,133,1,0.75187969924812,"S"
692,"1o58","PO4",10,275,5,1.81818181818182,"S"
693,"1o83","PO4",10,114,0,0,""
694,"1ojr","PO4",10,215,0,0,""
695,"1ooy","PO4",10,180,1,0.555555555555556,"S"
696,"1oz0","PO4",10,189,1,0.529100529100529,"S"
697,"1ozf","PO4",10,279,0,0,""
698,"1p0k","PO4",10,165,2,1.21212121212121,"S"
699,"1p1j","PO4",10,267,1,0.374531835205993,"S"
700,"1p35","PO4",10,130,1,0.769230769230769,"S"
701,"1p49","PO4",10,97,2,2.06185567010309,"S"
702,"1pie","PO4",10,251,2,0.796812749003984,"S"
703,"1pt7","PO4",10,152,1,0.657894736842105,"S"
704,"1ptm","PO4",10,222,0,0,""
705,"1pvw","PO4",10,258,2,0.775193798449612,"S"
706,"1q08","PO4",10,132,3,2.27272727272727,"S"
707,"1q3f","PO4",10,151,0,0,""
708,"1qf5","PO4",10,253,0,0,""
709,"1qfc","PO4",10,216,0,0,""
710,"1qhb","PO4",10,281,1,0.355871886120996,"S"
711,"1qlm","PO4",10,242,4,1.65289256198347,"S"
712,"1qwt","PO4",10,112,2,1.78571428571429,"S"
713,"1rer","PO4",10,82,1,1.21951219512195,"S"
714,"1rkd","PO4",10,155,0,0,""
715,"1rkv","PO4",10,224,3,1.33928571428571,"S"
716,"1rli","PO4",10,212,0,0,""
717,"1rn4","PO4",10,193,0,0,""
718,"1rv3","PO4",10,176,1,0.568181818181818,"S"
719,"1rw9","PO4",10,242,0,0,""
720,"1rxc","PO4",10,225,3,1.33333333333333,"S"
721,"1s96","PO4",10,164,0,0,""
722,"1sb7","PO4",10,227,0,0,""
723,"1sf3","PO4",10,84,1,1.19047619047619,"S"
724,"1sfs","PO4",10,130,0,0,""
725,"1tco","PO4",10,244,2,0.819672131147541,"S"
726,"1tg7","PO4",10,215,0,0,""
727,"1uam","PO4",10,115,2,1.73913043478261,"S"
728,"1udn","PO4",10,231,3,1.2987012987013,"S"
729,"1uu0","PO4",10,247,1,0.404858299595142,"S"
730,"1uw3","PO4",10,104,0,0,""
731,"1uwg","PO4",10,153,0,0,""
732,"1uwv","PO4",10,119,0,0,""
733,"1v04","PO4",10,278,1,0.359712230215827,"S"
734,"1v2i","PO4",10,219,2,0.91324200913242,"S"
735,"1v2x","PO4",10,132,0,0,""
736,"1v33","PO4",10,232,0,0,""
737,"1v9f","PO4",10,200,1,0.5,"S"
738,"1vdr","PO4",10,124,1,0.806451612903226,"S"
739,"1vj5","PO4",10,253,3,1.18577075098814,"S"
740,"1vkf","PO4",10,173,0,0,""
741,"1vkk","PO4",10,144,2,1.38888888888889,"S"
742,"1vl8","PO4",10,98,0,0,""
743,"1vlp","PO4",10,212,0,0,""
744,"1vlv","PO4",10,232,2,0.862068965517241,"S"
745,"1vqv","PO4",10,113,0,0,""
746,"1wa6","PO4",10,241,0,0,""
747,"1wbh","PO4",10,174,1,0.574712643678161,"S"
748,"1wcf","PO4",10,237,1,0.421940928270042,"S"
749,"1wvq","PO4",10,84,0,0,""
750,"1wxx","PO4",10,73,0,0,""
751,"1wzc","PO4",10,284,3,1.05633802816901,"S"
752,"1x86","PO4",10,183,3,1.63934426229508,"S"
753,"1xjo","PO4",10,210,0,0,""
754,"1y89","PO4",10,208,0,0,""
755,"1yb0","PO4",10,208,2,0.961538461538462,"S"
756,"1yr9","PO4",10,138,0,0,""
757,"1yrr","PO4",10,234,0,0,""
758,"1ywf","PO4",10,310,2,0.645161290322581,"S"
759,"1z5g","PO4",10,265,1,0.377358490566038,"S"
760,"1z6a","PO4",10,122,0,0,""
761,"1z7m","PO4",10,119,1,0.840336134453782,"S"
762,"1zc0","PO4",10,257,3,1.16731517509728,"S"
763,"1zcn","PO4",10,159,2,1.25786163522013,"S"
764,"1zui","PO4",10,211,3,1.4218009478673,"S"
765,"1zwk","PO4",10,202,1,0.495049504950495,"S"
766,"1zwx","PO4",10,240,0,0,""
767,"2a3l","PO4",10,134,0,0,""
768,"2a96","PO4",10,264,1,0.378787878787879,"S"
769,"2acx","PO4",10,154,1,0.649350649350649,"S"
770,"2aml","PO4",10,239,0,0,""
771,"2an4","PO4",10,122,0,0,""
772,"2ark","PO4",10,186,0,0,""
773,"2b44","PO4",10,259,1,0.386100386100386,"S"
774,"2c1w","PO4",10,198,1,0.505050505050505,"S"
775,"2c30","PO4",10,116,0,0,""
776,"2c4n","PO4",10,226,0,0,""
777,"2c6p","PO4",10,263,0,0,""
778,"2c91","PO4",10,110,0,0,""
779,"2ccl","PO4",10,81,0,0,""
780,"2chp","PO4",10,83,0,0,""
781,"2ck3","PO4",10,139,1,0.719424460431655,"S"
782,"2cm6","PO4",10,115,0,0,""
783,"2cmw","PO4",10,156,0,0,""
784,"2cns","PO4",10,195,0,0,""
785,"2cx7","PO4",10,94,0,0,""
786,"2cxn","PO4",10,215,0,0,""
787,"2d0d","PO4",10,91,0,0,""
788,"2dc6","PO4",10,104,0,0,""
789,"2dj5","PO4",10,76,0,0,""
790,"2dkc","PO4",10,216,0,0,""
791,"2dql","PO4",10,154,1,0.649350649350649,"S"
792,"2dxq","PO4",10,194,1,0.515463917525773,"S"
793,"2e5f","PO4",10,252,3,1.19047619047619,"S"
794,"2ehh","PO4",10,124,0,0,""
795,"2ez2","PO4",10,235,3,1.27659574468085,"S"
796,"2f10","PO4",10,119,0,0,""
797,"2f6d","PO4",10,204,0,0,""
798,"2f6s","PO4",10,207,0,0,""
799,"2f7m","PO4",10,177,0,0,""
800,"2f7o","PO4",10,233,0,0,""
801,"2f84","PO4",10,176,1,0.568181818181818,"S"
802,"2f8m","PO4",10,200,0,0,""
803,"2fb1","PO4",10,247,1,0.404858299595142,"S"
804,"2ffi","PO4",10,262,0,0,""
805,"2fn0","PO4",10,297,0,0,""
806,"2fn6","PO4",10,203,1,0.492610837438424,"S"
807,"2for","PO4",10,178,0,0,""
808,"2fuq","PO4",10,215,0,0,""
809,"2fwr","PO4",10,161,1,0.62111801242236,"S"
810,"2g09","PO4",10,242,1,0.413223140495868,"S"
811,"2g0t","PO4",10,203,1,0.492610837438424,"S"
812,"2g25","PO4",10,241,0,0,""
813,"2g8s","PO4",10,133,0,0,""
814,"2gax","PO4",10,120,0,0,""
815,"2gd9","PO4",10,193,0,0,""
816,"2gfh","PO4",10,238,2,0.840336134453782,"S"
817,"2gju","PO4",10,125,1,0.8,"S"
818,"2gk6","PO4",10,250,1,0.4,"S"
819,"2gte","PO4",10,116,0,0,""
820,"2gvg","PO4",10,148,0,0,""
821,"2h5f","PO4",10,77,2,2.5974025974026,"S"
822,"2hdo","PO4",10,247,0,0,""
823,"2hek","PO4",10,236,0,0,""
824,"2hhc","PO4",10,108,0,0,""
825,"2hhg","PO4",10,150,1,0.666666666666667,"S"
826,"2hhz","PO4",10,155,0,0,""
827,"2hia","PO4",10,278,0,0,""
828,"2hld","PO4",10,181,1,0.552486187845304,"S"
829,"2hnh","PO4",10,266,1,0.37593984962406,"S"
830,"2ho4","PO4",10,226,0,0,""
831,"2hoy","PO4",10,201,3,1.49253731343284,"S"
832,"2hqj","PO4",10,128,1,0.78125,"S"
833,"2hry","PO4",10,244,0,0,""
834,"2hse","PO4",10,127,0,0,""
835,"2huw","PO4",10,127,0,0,""
836,"2hxp","PO4",10,197,0,0,""
837,"2hy1","PO4",10,201,2,0.995024875621891,"S"
838,"2hzm","PO4",10,167,0,0,""
839,"2i1o","PO4",10,151,1,0.662251655629139,"S"
840,"2i3c","PO4",10,255,0,0,""
841,"2i6j","PO4",10,198,1,0.505050505050505,"S"
842,"2ibg","PO4",10,214,2,0.934579439252336,"S"
843,"2imd","PO4",10,117,0,0,""
844,"2in3","PO4",10,203,2,0.985221674876847,"S"
845,"2inw","PO4",10,80,1,1.25,"S"
846,"2iof","PO4",10,290,5,1.72413793103448,"S"
847,"2irv","PO4",10,116,0,0,""
848,"2isi","PO4",10,224,0,0,""
849,"2iss","PO4",10,164,1,0.609756097560976,"S"
850,"2isy","PO4",10,211,1,0.4739336492891,"S"
851,"2iuc","PO4",10,190,0,0,""
852,"2iw0","PO4",10,166,0,0,""
853,"2j1d","PO4",10,141,0,0,""
854,"2j6r","PO4",10,100,0,0,""
855,"2j9r","PO4",10,187,2,1.06951871657754,"S"
856,"2jbh","PO4",10,174,1,0.574712643678161,"S"
857,"2jbo","PO4",10,165,1,0.606060606060606,"S"
858,"2jcb","PO4",10,207,2,0.966183574879227,"S"
859,"2jfr","PO4",10,244,0,0,""
860,"2jfu","PO4",10,236,3,1.27118644067797,"S"
861,"2ns2","PO4",10,155,2,1.29032258064516,"S"
862,"2ns9","PO4",10,170,1,0.588235294117647,"S"
863,"2nt1","PO4",10,186,1,0.53763440860215,"S"
864,"2nxf","PO4",10,263,1,0.380228136882129,"S"
865,"2nzc","PO4",10,183,0,0,""
866,"2o08","PO4",10,199,0,0,""
867,"2o0m","PO4",10,193,0,0,""
868,"2o16","PO4",10,178,2,1.12359550561798,"S"
869,"2o4v","PO4",10,248,0,0,""
870,"2o9z","PO4",10,212,3,1.41509433962264,"S"
871,"2oaf","PO4",10,94,0,0,""
872,"2oaq","PO4",10,207,0,0,""
873,"2ob1","PO4",10,291,2,0.687285223367698,"S"
874,"2obn","PO4",10,196,0,0,""
875,"2oej","PO4",10,169,0,0,""
876,"2ofx","PO4",10,203,0,0,""
877,"2oiv","PO4",10,175,0,0,""
878,"2ojw","PO4",10,211,1,0.4739336492891,"S"
879,"2onk","PO4",10,188,1,0.531914893617021,"S"
880,"2oov","PO4",10,81,0,0,""
881,"2otd","PO4",10,251,1,0.398406374501992,"S"
882,"2ozt","PO4",10,198,2,1.01010101010101,"S"
883,"2p0e","PO4",10,205,1,0.48780487804878,"S"
884,"2p0f","PO4",10,140,0,0,""
885,"2p0k","PO4",10,166,1,0.602409638554217,"S"
886,"2p6u","PO4",10,190,1,0.526315789473684,"S"
887,"2p8i","PO4",10,140,0,0,""
888,"2p9e","PO4",10,44,0,0,""
889,"2pb9","PO4",10,191,0,0,""
890,"2pbl","PO4",10,113,0,0,""
891,"2pce","PO4",10,173,1,0.578034682080925,"S"
892,"2pmb","PO4",10,259,0,0,""
893,"2pnk","PO4",10,221,0,0,""
894,"2ppq","PO4",10,179,0,0,""
895,"2ppv","PO4",10,150,0,0,""
896,"2pq7","PO4",10,227,0,0,""
897,"2pqv","PO4",10,123,0,0,""
898,"2pup","PO4",10,179,0,0,""
899,"2qgz","PO4",10,200,1,0.5,"S"
900,"2qjc","PO4",10,227,0,0,""
901,"2v3q","PO4",10,312,0,0,""
902,"3k67","PO4",10,113,0,0,""
903,"3sil","PO4",10,212,1,0.471698113207547,"S"
904,"4kbp","PO4",10,237,0,0,""
